Name;Station;Time(norwegian mean time);Air temperature, °c;Precipitation (1 h), mm;Mean wind speed, m/s;Relative air humidity, percent
Bergen - Florida;SN50540;01.01.2024 01:00;5;0;7.9;45
Bergen - Florida;SN50540;01.01.2024 02:00;5.1;0;5.7;44
Bergen - Florida;SN50540;01.01.2024 03:00;4.3;0;6.7;45
Bergen - Florida;SN50540;01.01.2024 04:00;3.6;0;12.4;44
Bergen - Florida;SN50540;01.01.2024 05:00;3.3;0;13.1;46
Bergen - Florida;SN50540;01.01.2024 06:00;4.9;0;9.4;42
Bergen - Florida;SN50540;01.01.2024 07:00;5;0;2.6;42
Bergen - Florida;SN50540;01.01.2024 08:00;5.1;0;4.3;41
Bergen - Florida;SN50540;01.01.2024 09:00;3.8;0;11.7;43
Bergen - Florida;SN50540;01.01.2024 10:00;4.3;0;10;41
Bergen - Florida;SN50540;01.01.2024 11:00;5.5;0;6;40
Bergen - Florida;SN50540;01.01.2024 12:00;4.1;0;8.8;41
Bergen - Florida;SN50540;01.01.2024 13:00;4.7;0;4.9;39
Bergen - Florida;SN50540;01.01.2024 14:00;4.5;0;6.9;44
Bergen - Florida;SN50540;01.01.2024 15:00;3.7;0;6.5;62
Bergen - Florida;SN50540;01.01.2024 16:00;2.9;0;8.8;62
Bergen - Florida;SN50540;01.01.2024 17:00;3.7;0;8.7;52
Bergen - Florida;SN50540;01.01.2024 18:00;4;0;9.9;45
Bergen - Florida;SN50540;01.01.2024 19:00;4;0;6.4;43
Bergen - Florida;SN50540;01.01.2024 20:00;3.7;0;6.3;43
Bergen - Florida;SN50540;01.01.2024 21:00;3.7;0;6.1;44
Bergen - Florida;SN50540;01.01.2024 22:00;3.4;0;6.9;44
Bergen - Florida;SN50540;01.01.2024 23:00;3.1;0;6.1;43
Bergen - Florida;SN50540;02.01.2024 00:00;3.5;0;6.1;42
Bergen - Florida;SN50540;02.01.2024 01:00;3.6;0;5.9;43
Bergen - Florida;SN50540;02.01.2024 02:00;4.1;0;8.1;40
Bergen - Florida;SN50540;02.01.2024 03:00;3.8;0;5.8;40
Bergen - Florida;SN50540;02.01.2024 04:00;3.6;0;5.9;40
Bergen - Florida;SN50540;02.01.2024 05:00;3.6;0;4.8;40
Bergen - Florida;SN50540;02.01.2024 06:00;3.2;0;8.6;40
Bergen - Florida;SN50540;02.01.2024 07:00;3.3;0;8;40
Bergen - Florida;SN50540;02.01.2024 08:00;3.2;0;8.9;40
Bergen - Florida;SN50540;02.01.2024 09:00;2.9;0;10.7;39
Bergen - Florida;SN50540;02.01.2024 10:00;3;0;9.3;39
Bergen - Florida;SN50540;02.01.2024 11:00;2.6;0;9.5;38
Bergen - Florida;SN50540;02.01.2024 12:00;2.8;0;11.1;39
Bergen - Florida;SN50540;02.01.2024 13:00;2.2;0;10.9;39
Bergen - Florida;SN50540;02.01.2024 14:00;1.9;0;12.9;38
Bergen - Florida;SN50540;02.01.2024 15:00;1.5;0;10.4;38
Bergen - Florida;SN50540;02.01.2024 16:00;1.2;0;12.6;37
Bergen - Florida;SN50540;02.01.2024 17:00;1.3;0;11.3;38
Bergen - Florida;SN50540;02.01.2024 18:00;0.7;0;5.8;42
Bergen - Florida;SN50540;02.01.2024 19:00;0.6;0;5;42
Bergen - Florida;SN50540;02.01.2024 20:00;0.1;0;10.8;41
Bergen - Florida;SN50540;02.01.2024 21:00;0;0;10.2;40
Bergen - Florida;SN50540;02.01.2024 22:00;-0.1;0;6.3;36
Bergen - Florida;SN50540;02.01.2024 23:00;-0.3;0;6.6;33
Bergen - Florida;SN50540;03.01.2024 00:00;-0.3;0;15.3;31
Bergen - Florida;SN50540;03.01.2024 01:00;-0.3;0;13.6;31
Bergen - Florida;SN50540;03.01.2024 02:00;-0.4;0;14;31
Bergen - Florida;SN50540;03.01.2024 03:00;-0.7;0;12.2;32
Bergen - Florida;SN50540;03.01.2024 04:00;-1;0;11.3;33
Bergen - Florida;SN50540;03.01.2024 05:00;-0.6;0;10.8;33
Bergen - Florida;SN50540;03.01.2024 06:00;-0.6;0;10.6;32
Bergen - Florida;SN50540;03.01.2024 07:00;-0.6;0;10.1;31
Bergen - Florida;SN50540;03.01.2024 08:00;-0.6;0;8.5;31
Bergen - Florida;SN50540;03.01.2024 09:00;-0.7;0;8.7;31
Bergen - Florida;SN50540;03.01.2024 10:00;-0.8;0;7.1;31
Bergen - Florida;SN50540;03.01.2024 11:00;-0.7;0;8.2;31
Bergen - Florida;SN50540;03.01.2024 12:00;-0.9;0;8.4;32
Bergen - Florida;SN50540;03.01.2024 13:00;-0.8;0;7.7;32
Bergen - Florida;SN50540;03.01.2024 14:00;-0.9;0;7.2;31
Bergen - Florida;SN50540;03.01.2024 15:00;-1.1;0;7.1;30
Bergen - Florida;SN50540;03.01.2024 16:00;-1.3;0;5.7;32
Bergen - Florida;SN50540;03.01.2024 17:00;-1.2;0;3.7;30
Bergen - Florida;SN50540;03.01.2024 18:00;-1.8;0;3;32
Bergen - Florida;SN50540;03.01.2024 19:00;-2.3;0;0.8;37
Bergen - Florida;SN50540;03.01.2024 20:00;-2.6;0;0.5;38
Bergen - Florida;SN50540;03.01.2024 21:00;-3.5;0;2;46
Bergen - Florida;SN50540;03.01.2024 22:00;-4;0;1.6;53
Bergen - Florida;SN50540;03.01.2024 23:00;-4.7;0;1.3;54
Bergen - Florida;SN50540;04.01.2024 00:00;-4.7;0;1.5;55
Bergen - Florida;SN50540;04.01.2024 01:00;-5.3;0;1;58
Bergen - Florida;SN50540;04.01.2024 02:00;-5.5;0;1.1;59
Bergen - Florida;SN50540;04.01.2024 03:00;-6;0;1.3;62
Bergen - Florida;SN50540;04.01.2024 04:00;-5.8;0;0.7;59
Bergen - Florida;SN50540;04.01.2024 05:00;-5.6;0;2;58
Bergen - Florida;SN50540;04.01.2024 06:00;-4.9;0;1.6;56
Bergen - Florida;SN50540;04.01.2024 07:00;-4.4;0;1.7;57
Bergen - Florida;SN50540;04.01.2024 08:00;-4.1;0;1.1;54
Bergen - Florida;SN50540;04.01.2024 09:00;-4;0;1.4;54
Bergen - Florida;SN50540;04.01.2024 10:00;-4.4;0;1;54
Bergen - Florida;SN50540;04.01.2024 11:00;-4;0;1.7;53
Bergen - Florida;SN50540;04.01.2024 12:00;-3.7;0;2.1;47
Bergen - Florida;SN50540;04.01.2024 13:00;-3.6;0;1.8;45
Bergen - Florida;SN50540;04.01.2024 14:00;-3.4;0;2.2;43
Bergen - Florida;SN50540;04.01.2024 15:00;-3.7;0;1.7;42
Bergen - Florida;SN50540;04.01.2024 16:00;-3.7;0;1.5;43
Bergen - Florida;SN50540;04.01.2024 17:00;-4;0;1.4;46
Bergen - Florida;SN50540;04.01.2024 18:00;-4.4;0;1.9;46
Bergen - Florida;SN50540;04.01.2024 19:00;-4.1;0;2.2;42
Bergen - Florida;SN50540;04.01.2024 20:00;-4.5;0;1.8;44
Bergen - Florida;SN50540;04.01.2024 21:00;-4.5;0;2.3;48
Bergen - Florida;SN50540;04.01.2024 22:00;-4.7;0;2.4;51
Bergen - Florida;SN50540;04.01.2024 23:00;-5.1;0;1.7;54
Bergen - Florida;SN50540;05.01.2024 00:00;-6;0;1.5;58
Bergen - Florida;SN50540;05.01.2024 01:00;-6.4;0;0.7;61
Bergen - Florida;SN50540;05.01.2024 02:00;-6.8;0;0.7;63
Bergen - Florida;SN50540;05.01.2024 03:00;-7.1;0;1.2;67
Bergen - Florida;SN50540;05.01.2024 04:00;-7.4;0;1.6;68
Bergen - Florida;SN50540;05.01.2024 05:00;-7.6;0;1.5;69
Bergen - Florida;SN50540;05.01.2024 06:00;-8;0;1.7;70
Bergen - Florida;SN50540;05.01.2024 07:00;-7.7;0;1.3;68
Bergen - Florida;SN50540;05.01.2024 08:00;-7.5;0;0.8;68
Bergen - Florida;SN50540;05.01.2024 09:00;-7.5;0;1.1;68
Bergen - Florida;SN50540;05.01.2024 10:00;-7.1;0;0.7;68
Bergen - Florida;SN50540;05.01.2024 11:00;-5.9;0;0.2;66
Bergen - Florida;SN50540;05.01.2024 12:00;-4.4;0;0.6;68
Bergen - Florida;SN50540;05.01.2024 13:00;-4.9;0;1.1;66
Bergen - Florida;SN50540;05.01.2024 14:00;-4.8;0;0.9;65
Bergen - Florida;SN50540;05.01.2024 15:00;-5.3;0;0.7;67
Bergen - Florida;SN50540;05.01.2024 16:00;-5.7;0;1.2;71
Bergen - Florida;SN50540;05.01.2024 17:00;-6.6;0;1.5;71
Bergen - Florida;SN50540;05.01.2024 18:00;-7.1;0;2.2;70
Bergen - Florida;SN50540;05.01.2024 19:00;-7.6;0;1;67
Bergen - Florida;SN50540;05.01.2024 20:00;-7.9;0;1.9;69
Bergen - Florida;SN50540;05.01.2024 21:00;-8;0;1.4;69
Bergen - Florida;SN50540;05.01.2024 22:00;-8;0;1.7;67
Bergen - Florida;SN50540;05.01.2024 23:00;-8.3;0;1.5;68
Bergen - Florida;SN50540;06.01.2024 00:00;-8.6;0;2;71
Bergen - Florida;SN50540;06.01.2024 01:00;-8.4;0;1.6;71
Bergen - Florida;SN50540;06.01.2024 02:00;-8.4;0;1.4;69
Bergen - Florida;SN50540;06.01.2024 03:00;-8.7;0;1.4;71
Bergen - Florida;SN50540;06.01.2024 04:00;-8.9;0;1.4;72
Bergen - Florida;SN50540;06.01.2024 05:00;-8.9;0;0.9;70
Bergen - Florida;SN50540;06.01.2024 06:00;-9.2;0;1.3;71
Bergen - Florida;SN50540;06.01.2024 07:00;-8.8;0;1.3;68
Bergen - Florida;SN50540;06.01.2024 08:00;-9.1;0;2.2;69
Bergen - Florida;SN50540;06.01.2024 09:00;-8.7;0;2.4;66
Bergen - Florida;SN50540;06.01.2024 10:00;-8.4;0;1.8;64
Bergen - Florida;SN50540;06.01.2024 11:00;-7.3;0;1.5;60
Bergen - Florida;SN50540;06.01.2024 12:00;-6.1;0;1.8;55
Bergen - Florida;SN50540;06.01.2024 13:00;-5.5;0;1.7;53
Bergen - Florida;SN50540;06.01.2024 14:00;-5.6;0;1.8;55
Bergen - Florida;SN50540;06.01.2024 15:00;-5.8;0;1.5;55
Bergen - Florida;SN50540;06.01.2024 16:00;-5.9;0;1.8;55
Bergen - Florida;SN50540;06.01.2024 17:00;-6.6;0;2.3;61
Bergen - Florida;SN50540;06.01.2024 18:00;-6.9;0;2.5;59
Bergen - Florida;SN50540;06.01.2024 19:00;-7.5;0;2.4;61
Bergen - Florida;SN50540;06.01.2024 20:00;-7.4;0;1.7;57
Bergen - Florida;SN50540;06.01.2024 21:00;-8.1;0;2.8;62
Bergen - Florida;SN50540;06.01.2024 22:00;-7.8;0;2.7;65
Bergen - Florida;SN50540;06.01.2024 23:00;-7.2;0;3;62
Bergen - Florida;SN50540;07.01.2024 00:00;-5.8;0;4.7;55
Bergen - Florida;SN50540;07.01.2024 01:00;-5.5;0;2.4;46
Bergen - Florida;SN50540;07.01.2024 02:00;-6.7;0;1;51
Bergen - Florida;SN50540;07.01.2024 03:00;-6.9;0;2.6;49
Bergen - Florida;SN50540;07.01.2024 04:00;-7.4;0;1.6;57
Bergen - Florida;SN50540;07.01.2024 05:00;-7.2;0;2.9;56
Bergen - Florida;SN50540;07.01.2024 06:00;-6.4;0;2.7;45
Bergen - Florida;SN50540;07.01.2024 07:00;-4.7;0;3.9;36
Bergen - Florida;SN50540;07.01.2024 08:00;-3.2;0;5.2;27
Bergen - Florida;SN50540;07.01.2024 09:00;-3.6;0;2.9;29
Bergen - Florida;SN50540;07.01.2024 10:00;-5.2;0;3.8;39
Bergen - Florida;SN50540;07.01.2024 11:00;-3.9;0;2.3;38
Bergen - Florida;SN50540;07.01.2024 12:00;-3.2;0;3.3;39
Bergen - Florida;SN50540;07.01.2024 13:00;-2.7;0;1.8;42
Bergen - Florida;SN50540;07.01.2024 14:00;-3.1;0;1.6;41
Bergen - Florida;SN50540;07.01.2024 15:00;-3.6;0;1.7;44
Bergen - Florida;SN50540;07.01.2024 16:00;-3.3;0;2.1;43
Bergen - Florida;SN50540;07.01.2024 17:00;-4.9;0;1.5;51
Bergen - Florida;SN50540;07.01.2024 18:00;-4.6;0;2;52
Bergen - Florida;SN50540;07.01.2024 19:00;-5;0;0.8;51
Bergen - Florida;SN50540;07.01.2024 20:00;-5.3;0;0.8;56
Bergen - Florida;SN50540;07.01.2024 21:00;-4.7;0;0.8;55
Bergen - Florida;SN50540;07.01.2024 22:00;-4.3;0;0.4;54
Bergen - Florida;SN50540;07.01.2024 23:00;-4.6;0;1.3;59
Bergen - Florida;SN50540;08.01.2024 00:00;-4.1;0;0.6;59
Bergen - Florida;SN50540;08.01.2024 01:00;-3.5;0;0.8;63
Bergen - Florida;SN50540;08.01.2024 02:00;-3.1;0;1.4;65
Bergen - Florida;SN50540;08.01.2024 03:00;-2.8;0;0.2;64
Bergen - Florida;SN50540;08.01.2024 04:00;-2.6;0;0.5;65
Bergen - Florida;SN50540;08.01.2024 05:00;-2.1;0;0.8;63
Bergen - Florida;SN50540;08.01.2024 06:00;-2.2;0;1;64
Bergen - Florida;SN50540;08.01.2024 07:00;-1.7;0;0.4;63
Bergen - Florida;SN50540;08.01.2024 08:00;-1.9;0;1.3;62
Bergen - Florida;SN50540;08.01.2024 09:00;-1.4;0;1.2;56
Bergen - Florida;SN50540;08.01.2024 10:00;-2.3;0;1.1;64
Bergen - Florida;SN50540;08.01.2024 11:00;-2;0;1.5;63
Bergen - Florida;SN50540;08.01.2024 12:00;-1.5;0;1.3;64
Bergen - Florida;SN50540;08.01.2024 13:00;-1;0;0.7;65
Bergen - Florida;SN50540;08.01.2024 14:00;-2.3;0;1;73
Bergen - Florida;SN50540;08.01.2024 15:00;-1.8;0;0.6;71
Bergen - Florida;SN50540;08.01.2024 16:00;-1.1;0;0.3;73
Bergen - Florida;SN50540;08.01.2024 17:00;-1.3;0;1.3;69
Bergen - Florida;SN50540;08.01.2024 18:00;-1.4;0;1.2;71
Bergen - Florida;SN50540;08.01.2024 19:00;-1.3;0;1.4;73
Bergen - Florida;SN50540;08.01.2024 20:00;-1.9;0;1.5;74
Bergen - Florida;SN50540;08.01.2024 21:00;-1.8;0;1.6;76
Bergen - Florida;SN50540;08.01.2024 22:00;-2.9;0;1.1;81
Bergen - Florida;SN50540;08.01.2024 23:00;-3.2;0;1.4;83
Bergen - Florida;SN50540;09.01.2024 00:00;-2.5;0;1.1;85
Bergen - Florida;SN50540;09.01.2024 01:00;-2.3;0;0.6;84
Bergen - Florida;SN50540;09.01.2024 02:00;-2.1;0;1;84
Bergen - Florida;SN50540;09.01.2024 03:00;-2.1;0;0.7;87
Bergen - Florida;SN50540;09.01.2024 04:00;-1.6;0;0.6;86
Bergen - Florida;SN50540;09.01.2024 05:00;-1.6;0;1.3;89
Bergen - Florida;SN50540;09.01.2024 06:00;0;0;2.7;84
Bergen - Florida;SN50540;09.01.2024 07:00;-0.2;0;2.8;82
Bergen - Florida;SN50540;09.01.2024 08:00;-0.3;0;2.2;84
Bergen - Florida;SN50540;09.01.2024 09:00;-0.1;0;3.5;86
Bergen - Florida;SN50540;09.01.2024 10:00;-0.4;0;2.6;87
Bergen - Florida;SN50540;09.01.2024 11:00;-0.3;0;1;86
Bergen - Florida;SN50540;09.01.2024 12:00;1.3;0;2.7;85
Bergen - Florida;SN50540;09.01.2024 13:00;1.7;0;4.3;80
Bergen - Florida;SN50540;09.01.2024 14:00;1.8;0;4.2;81
Bergen - Florida;SN50540;09.01.2024 15:00;2.1;0;6.1;75
Bergen - Florida;SN50540;09.01.2024 16:00;2.2;0;6;74
Bergen - Florida;SN50540;09.01.2024 17:00;2.7;0;6.5;70
Bergen - Florida;SN50540;09.01.2024 18:00;2.6;0;5.9;69
Bergen - Florida;SN50540;09.01.2024 19:00;1.5;0;2.1;77
Bergen - Florida;SN50540;09.01.2024 20:00;0.6;0;5.2;84
Bergen - Florida;SN50540;09.01.2024 21:00;0.8;0;3.4;80
Bergen - Florida;SN50540;09.01.2024 22:00;0.3;0;2.7;83
Bergen - Florida;SN50540;09.01.2024 23:00;-0.5;0;1.6;86
Bergen - Florida;SN50540;10.01.2024 00:00;-1.5;0;2.1;86
Bergen - Florida;SN50540;10.01.2024 01:00;-2.1;0;2;88
Bergen - Florida;SN50540;10.01.2024 02:00;-2.3;0;0.4;88
Bergen - Florida;SN50540;10.01.2024 03:00;-3.3;0;0.5;91
Bergen - Florida;SN50540;10.01.2024 04:00;-3.3;0;0.9;92
Bergen - Florida;SN50540;10.01.2024 05:00;-3.6;0;1.1;91
Bergen - Florida;SN50540;10.01.2024 06:00;-4.2;0;1;91
Bergen - Florida;SN50540;10.01.2024 07:00;-4.2;0;0.8;92
Bergen - Florida;SN50540;10.01.2024 08:00;-4.1;0;0.4;91
Bergen - Florida;SN50540;10.01.2024 09:00;-3.5;0;0.7;91
Bergen - Florida;SN50540;10.01.2024 10:00;-3.7;0;1.5;90
Bergen - Florida;SN50540;10.01.2024 11:00;-2.9;0;0.9;89
Bergen - Florida;SN50540;10.01.2024 12:00;-1.5;0;0.8;86
Bergen - Florida;SN50540;10.01.2024 13:00;-1.2;0;0.9;78
Bergen - Florida;SN50540;10.01.2024 14:00;-1.6;0;2.4;83
Bergen - Florida;SN50540;10.01.2024 15:00;-1.6;0;1.6;83
Bergen - Florida;SN50540;10.01.2024 16:00;-2;0;1.8;82
Bergen - Florida;SN50540;10.01.2024 17:00;-2.2;0;0.4;84
Bergen - Florida;SN50540;10.01.2024 18:00;-0.1;0;3.7;76
Bergen - Florida;SN50540;10.01.2024 19:00;-0.3;0;5;78
Bergen - Florida;SN50540;10.01.2024 20:00;1.8;0;6.1;70
Bergen - Florida;SN50540;10.01.2024 21:00;2.2;0;5.5;66
Bergen - Florida;SN50540;10.01.2024 22:00;2.1;0;6.3;68
Bergen - Florida;SN50540;10.01.2024 23:00;1.2;0;5.5;80
Bergen - Florida;SN50540;11.01.2024 00:00;1.9;0;4.5;72
Bergen - Florida;SN50540;11.01.2024 01:00;1.6;0;5.4;78
Bergen - Florida;SN50540;11.01.2024 02:00;2.4;0;3.9;74
Bergen - Florida;SN50540;11.01.2024 03:00;2.1;0;4.5;78
Bergen - Florida;SN50540;11.01.2024 04:00;1.6;0;1.4;81
Bergen - Florida;SN50540;11.01.2024 05:00;1.2;0;2.2;85
Bergen - Florida;SN50540;11.01.2024 06:00;2.6;0;4.1;81
Bergen - Florida;SN50540;11.01.2024 07:00;2.8;0;4.8;77
Bergen - Florida;SN50540;11.01.2024 08:00;1.8;0;5.1;85
Bergen - Florida;SN50540;11.01.2024 09:00;1.3;0;3.8;88
Bergen - Florida;SN50540;11.01.2024 10:00;1.6;0;4.4;87
Bergen - Florida;SN50540;11.01.2024 11:00;1.4;0;2.9;87
Bergen - Florida;SN50540;11.01.2024 12:00;2.1;0;3.1;82
Bergen - Florida;SN50540;11.01.2024 13:00;2.3;0;3.6;80
Bergen - Florida;SN50540;11.01.2024 14:00;2.4;0;3.3;83
Bergen - Florida;SN50540;11.01.2024 15:00;2.9;0;3;87
Bergen - Florida;SN50540;11.01.2024 16:00;2.1;0;3.7;88
Bergen - Florida;SN50540;11.01.2024 17:00;1.7;0;3.1;91
Bergen - Florida;SN50540;11.01.2024 18:00;1.9;0;3.1;91
Bergen - Florida;SN50540;11.01.2024 19:00;2;0;2.4;93
Bergen - Florida;SN50540;11.01.2024 20:00;2;0;1.6;93
Bergen - Florida;SN50540;11.01.2024 21:00;2.3;0;0.8;94
Bergen - Florida;SN50540;11.01.2024 22:00;2.1;0;2.1;94
Bergen - Florida;SN50540;11.01.2024 23:00;2.5;0;1.4;95
Bergen - Florida;SN50540;12.01.2024 00:00;2.1;0;1.5;95
Bergen - Florida;SN50540;12.01.2024 01:00;1.9;0;1.7;95
Bergen - Florida;SN50540;12.01.2024 02:00;2.3;0;1.8;94
Bergen - Florida;SN50540;12.01.2024 03:00;2.3;0;2.4;94
Bergen - Florida;SN50540;12.01.2024 04:00;2;0;1.3;95
Bergen - Florida;SN50540;12.01.2024 05:00;2;0;2;95
Bergen - Florida;SN50540;12.01.2024 06:00;1.3;0;0.8;94
Bergen - Florida;SN50540;12.01.2024 07:00;1.3;0;1.7;95
Bergen - Florida;SN50540;12.01.2024 08:00;1.5;0;1.3;95
Bergen - Florida;SN50540;12.01.2024 09:00;1.5;0;1.5;95
Bergen - Florida;SN50540;12.01.2024 10:00;1.4;0;1.4;95
Bergen - Florida;SN50540;12.01.2024 11:00;1.9;0.1;1.8;96
Bergen - Florida;SN50540;12.01.2024 12:00;2.6;0.2;2.2;95
Bergen - Florida;SN50540;12.01.2024 13:00;3;0.2;1;95
Bergen - Florida;SN50540;12.01.2024 14:00;3.1;0.1;2.8;96
Bergen - Florida;SN50540;12.01.2024 15:00;3.3;0;2.2;95
Bergen - Florida;SN50540;12.01.2024 16:00;3.1;0.1;2.8;95
Bergen - Florida;SN50540;12.01.2024 17:00;3.2;0;2.9;96
Bergen - Florida;SN50540;12.01.2024 18:00;3.1;0.1;3.8;96
Bergen - Florida;SN50540;12.01.2024 19:00;3.1;0.4;4.1;95
Bergen - Florida;SN50540;12.01.2024 20:00;2.9;0.3;4.2;96
Bergen - Florida;SN50540;12.01.2024 21:00;3.1;0.1;3.6;94
Bergen - Florida;SN50540;12.01.2024 22:00;3.2;0.8;5.1;96
Bergen - Florida;SN50540;12.01.2024 23:00;3.6;1.7;5.3;96
Bergen - Florida;SN50540;13.01.2024 00:00;4.1;4.5;5.8;96
Bergen - Florida;SN50540;13.01.2024 01:00;4.8;5.2;3.4;94
Bergen - Florida;SN50540;13.01.2024 02:00;5.8;2.6;4.9;92
Bergen - Florida;SN50540;13.01.2024 03:00;6.1;0.5;3.8;92
Bergen - Florida;SN50540;13.01.2024 04:00;5.8;1;5;94
Bergen - Florida;SN50540;13.01.2024 05:00;5.3;1.1;9.5;91
Bergen - Florida;SN50540;13.01.2024 06:00;5;0.8;7.7;91
Bergen - Florida;SN50540;13.01.2024 07:00;4.8;1.1;8.4;91
Bergen - Florida;SN50540;13.01.2024 08:00;4.4;0.6;6.2;87
Bergen - Florida;SN50540;13.01.2024 09:00;3.9;0.1;7.4;90
Bergen - Florida;SN50540;13.01.2024 10:00;3.8;0.1;6.3;88
Bergen - Florida;SN50540;13.01.2024 11:00;3.2;0;6.8;85
Bergen - Florida;SN50540;13.01.2024 12:00;2.9;0.2;8.3;85
Bergen - Florida;SN50540;13.01.2024 13:00;2.9;0.1;6;87
Bergen - Florida;SN50540;13.01.2024 14:00;2.5;0.3;3.8;89
Bergen - Florida;SN50540;13.01.2024 15:00;2;1.3;4.9;92
Bergen - Florida;SN50540;13.01.2024 16:00;2.5;0.4;5.1;90
Bergen - Florida;SN50540;13.01.2024 17:00;2.3;0;3.7;89
Bergen - Florida;SN50540;13.01.2024 18:00;2;-0.1;2.1;86
Bergen - Florida;SN50540;13.01.2024 19:00;2.4;0.1;2.3;89
Bergen - Florida;SN50540;13.01.2024 20:00;2.2;0;1.1;90
Bergen - Florida;SN50540;13.01.2024 21:00;2;0;1.2;91
Bergen - Florida;SN50540;13.01.2024 22:00;1.8;0;1.3;93
Bergen - Florida;SN50540;13.01.2024 23:00;1.8;0.2;1.1;94
Bergen - Florida;SN50540;14.01.2024 00:00;1.8;0.3;0.8;95
Bergen - Florida;SN50540;14.01.2024 01:00;1.9;0.5;2.6;96
Bergen - Florida;SN50540;14.01.2024 02:00;2.9;0.3;3.9;94
Bergen - Florida;SN50540;14.01.2024 03:00;2.8;0.1;3;93
Bergen - Florida;SN50540;14.01.2024 04:00;2.5;0.1;3.4;93
Bergen - Florida;SN50540;14.01.2024 05:00;2.3;0.4;3.2;93
Bergen - Florida;SN50540;14.01.2024 06:00;2.1;0.1;0.8;94
Bergen - Florida;SN50540;14.01.2024 07:00;2.3;0.1;3.3;94
Bergen - Florida;SN50540;14.01.2024 08:00;1.6;1.1;4;95
Bergen - Florida;SN50540;14.01.2024 09:00;1.2;0.7;5.3;92
Bergen - Florida;SN50540;14.01.2024 10:00;1.3;0.1;3.7;92
Bergen - Florida;SN50540;14.01.2024 11:00;1.4;0.1;5.2;82
Bergen - Florida;SN50540;14.01.2024 12:00;1.7;0;0.5;83
Bergen - Florida;SN50540;14.01.2024 13:00;1.5;0.1;3.5;82
Bergen - Florida;SN50540;14.01.2024 14:00;0.6;0.4;3.7;91
Bergen - Florida;SN50540;14.01.2024 15:00;0.5;1.3;3.1;91
Bergen - Florida;SN50540;14.01.2024 16:00;0.8;0.3;4.9;81
Bergen - Florida;SN50540;14.01.2024 17:00;0.4;-0.1;4.5;74
Bergen - Florida;SN50540;14.01.2024 18:00;-0.2;-0.1;5.3;82
Bergen - Florida;SN50540;14.01.2024 19:00;-0.4;0;3.1;77
Bergen - Florida;SN50540;14.01.2024 20:00;-0.3;0.1;5.6;69
Bergen - Florida;SN50540;14.01.2024 21:00;-0.5;-0.1;5.1;70
Bergen - Florida;SN50540;14.01.2024 22:00;-0.2;0.2;5.8;65
Bergen - Florida;SN50540;14.01.2024 23:00;-0.7;-0.1;2.1;69
Bergen - Florida;SN50540;15.01.2024 00:00;-1.4;-0.4;1;74
Bergen - Florida;SN50540;15.01.2024 01:00;-2.3;0.2;0.9;80
Bergen - Florida;SN50540;15.01.2024 02:00;-2.5;-0.3;0.9;85
Bergen - Florida;SN50540;15.01.2024 03:00;-3.4;-0.3;0.5;87
Bergen - Florida;SN50540;15.01.2024 04:00;-3.1;0.5;1.1;91
Bergen - Florida;SN50540;15.01.2024 05:00;-1.6;0.5;5.3;73
Bergen - Florida;SN50540;15.01.2024 06:00;-0.9;0;6.6;66
Bergen - Florida;SN50540;15.01.2024 07:00;-2.1;-0.1;4.7;75
Bergen - Florida;SN50540;15.01.2024 08:00;-2.1;-0.2;3.6;75
Bergen - Florida;SN50540;15.01.2024 09:00;-2.2;0;3.1;70
Bergen - Florida;SN50540;15.01.2024 10:00;-2.2;0.1;2.3;71
Bergen - Florida;SN50540;15.01.2024 11:00;-1.4;0.4;2.3;75
Bergen - Florida;SN50540;15.01.2024 12:00;-1;0.1;3.6;80
Bergen - Florida;SN50540;15.01.2024 13:00;-1;-0.1;3.2;80
Bergen - Florida;SN50540;15.01.2024 14:00;-1;0;1.2;81
Bergen - Florida;SN50540;15.01.2024 15:00;-1;0;1.4;77
Bergen - Florida;SN50540;15.01.2024 16:00;-1.7;-0.4;2.2;78
Bergen - Florida;SN50540;15.01.2024 17:00;-2.7;-0.3;0.7;82
Bergen - Florida;SN50540;15.01.2024 18:00;-3.3;-0.2;1;80
Bergen - Florida;SN50540;15.01.2024 19:00;-3.7;0.3;1.7;77
Bergen - Florida;SN50540;15.01.2024 20:00;-4.9;-0.4;1.3;85
Bergen - Florida;SN50540;15.01.2024 21:00;-5.6;0.1;1.3;88
Bergen - Florida;SN50540;15.01.2024 22:00;-6;-0.1;2.1;86
Bergen - Florida;SN50540;15.01.2024 23:00;-6.3;0;3;87
Bergen - Florida;SN50540;16.01.2024 00:00;-6.8;0;2.6;86
Bergen - Florida;SN50540;16.01.2024 01:00;-6.6;0.2;2.8;85
Bergen - Florida;SN50540;16.01.2024 02:00;-6.3;0.2;2.7;83
Bergen - Florida;SN50540;16.01.2024 03:00;-5.6;0.1;2.4;79
Bergen - Florida;SN50540;16.01.2024 04:00;-4.7;0.2;3.7;73
Bergen - Florida;SN50540;16.01.2024 05:00;-4;0.2;4.1;70
Bergen - Florida;SN50540;16.01.2024 06:00;-3.5;0.1;5.2;83
Bergen - Florida;SN50540;16.01.2024 07:00;-2.9;0.3;5.7;78
Bergen - Florida;SN50540;16.01.2024 08:00;-3.6;0.7;5.4;89
Bergen - Florida;SN50540;16.01.2024 09:00;-3.7;1.5;6;93
