Name;Station;Time(norwegian mean time);Air temperature, °c;Precipitation (1 h), mm;Mean wind speed, m/s;Relative air humidity, percent
Bergen - Florida;SN50540;09.06.2024 10:00;8.9;0.5;1.9;91
Bergen - Florida;SN50540;09.06.2024 11:00;9.6;0.6;2.6;91
Bergen - Florida;SN50540;09.06.2024 12:00;11.2;0.1;5.1;84
Bergen - Florida;SN50540;09.06.2024 13:00;9.8;2.8;4.1;88
Bergen - Florida;SN50540;09.06.2024 14:00;10.1;3;3.1;90
Bergen - Florida;SN50540;09.06.2024 15:00;10.7;1.6;1;93
Bergen - Florida;SN50540;09.06.2024 16:00;11.9;0.1;2.6;89
Bergen - Florida;SN50540;09.06.2024 17:00;11.8;0;4.2;86
Bergen - Florida;SN50540;09.06.2024 18:00;12;0;3.7;86
Bergen - Florida;SN50540;09.06.2024 19:00;11.3;0;7.9;86
Bergen - Florida;SN50540;09.06.2024 20:00;10.9;0.1;6.8;89
Bergen - Florida;SN50540;09.06.2024 21:00;10.8;0.4;6.9;92
Bergen - Florida;SN50540;09.06.2024 22:00;10.9;0.4;4.2;92
Bergen - Florida;SN50540;09.06.2024 23:00;11;0.1;7.1;91
Bergen - Florida;SN50540;10.06.2024 00:00;11.1;0.1;6.5;89
Bergen - Florida;SN50540;10.06.2024 01:00;11.1;0;7.3;87
Bergen - Florida;SN50540;10.06.2024 02:00;11.2;0;7.1;85
Bergen - Florida;SN50540;10.06.2024 03:00;11.2;0;7.3;84
Bergen - Florida;SN50540;10.06.2024 04:00;11.1;0;7.2;84
Bergen - Florida;SN50540;10.06.2024 05:00;11.1;0;9.6;83
Bergen - Florida;SN50540;10.06.2024 06:00;11.2;0;9.4;81
Bergen - Florida;SN50540;10.06.2024 07:00;11.5;0;6.4;79
Bergen - Florida;SN50540;10.06.2024 08:00;11.6;0;7;79
Bergen - Florida;SN50540;10.06.2024 09:00;12.6;0;6.2;74
Bergen - Florida;SN50540;10.06.2024 10:00;12.8;0;6.1;74
Bergen - Florida;SN50540;10.06.2024 11:00;12.7;0;6.3;74
Bergen - Florida;SN50540;10.06.2024 12:00;13;0;4.9;74
Bergen - Florida;SN50540;10.06.2024 13:00;12.3;0;5.7;75
Bergen - Florida;SN50540;10.06.2024 14:00;13.8;0;4.8;71
Bergen - Florida;SN50540;10.06.2024 15:00;14.6;0;5.6;66
Bergen - Florida;SN50540;10.06.2024 16:00;16.2;0;6.2;61
Bergen - Florida;SN50540;10.06.2024 17:00;14.7;0;5.5;66
Bergen - Florida;SN50540;10.06.2024 18:00;14.9;0;6.2;64
Bergen - Florida;SN50540;10.06.2024 19:00;12.9;0;5.6;68
Bergen - Florida;SN50540;10.06.2024 20:00;12.6;0;4;68
Bergen - Florida;SN50540;10.06.2024 21:00;12.3;0;6.1;69
Bergen - Florida;SN50540;10.06.2024 22:00;11.2;0;5;73
Bergen - Florida;SN50540;10.06.2024 23:00;10.3;0;3.6;78
Bergen - Florida;SN50540;11.06.2024 00:00;9.9;0;5.4;80
Bergen - Florida;SN50540;11.06.2024 01:00;9.8;0;4.4;77
Bergen - Florida;SN50540;11.06.2024 02:00;9.5;0;4.7;80
Bergen - Florida;SN50540;11.06.2024 03:00;9.3;0;4.7;82
Bergen - Florida;SN50540;11.06.2024 04:00;8.9;0;4.3;83
Bergen - Florida;SN50540;11.06.2024 05:00;9.1;0;4.3;83
Bergen - Florida;SN50540;11.06.2024 06:00;10.6;0;4.3;78
Bergen - Florida;SN50540;11.06.2024 07:00;12.5;0;6;71
Bergen - Florida;SN50540;11.06.2024 08:00;12.9;0;5.4;67
Bergen - Florida;SN50540;11.06.2024 09:00;13.7;0;6.5;68
Bergen - Florida;SN50540;11.06.2024 10:00;14.2;0;6.4;61
Bergen - Florida;SN50540;11.06.2024 11:00;14.2;0;7.2;60
Bergen - Florida;SN50540;11.06.2024 12:00;16.2;0;7.3;54
Bergen - Florida;SN50540;11.06.2024 13:00;15;0;8.4;55
Bergen - Florida;SN50540;11.06.2024 14:00;16.1;0;8.2;53
Bergen - Florida;SN50540;11.06.2024 15:00;16.6;0;5.7;56
Bergen - Florida;SN50540;11.06.2024 16:00;15.7;0;7;53
Bergen - Florida;SN50540;11.06.2024 17:00;15.7;0;5.4;52
Bergen - Florida;SN50540;11.06.2024 18:00;14.6;0;6.5;58
Bergen - Florida;SN50540;11.06.2024 19:00;12.7;0;7.1;63
Bergen - Florida;SN50540;11.06.2024 20:00;12;0;4.6;67
Bergen - Florida;SN50540;11.06.2024 21:00;11.2;0;5.2;71
Bergen - Florida;SN50540;11.06.2024 22:00;10.2;0;4;75
Bergen - Florida;SN50540;11.06.2024 23:00;9.3;0;2.6;78
Bergen - Florida;SN50540;12.06.2024 00:00;9;0;3.3;78
Bergen - Florida;SN50540;12.06.2024 01:00;8.7;0;2.1;79
Bergen - Florida;SN50540;12.06.2024 02:00;9.2;0;2.3;78
Bergen - Florida;SN50540;12.06.2024 03:00;9.4;0;2.7;78
Bergen - Florida;SN50540;12.06.2024 04:00;9;0;1.4;81
Bergen - Florida;SN50540;12.06.2024 05:00;9.2;0;2.3;80
Bergen - Florida;SN50540;12.06.2024 06:00;9.5;0;3.3;78
Bergen - Florida;SN50540;12.06.2024 07:00;10.4;0;3.3;74
Bergen - Florida;SN50540;12.06.2024 08:00;11.5;0;5.1;66
Bergen - Florida;SN50540;12.06.2024 09:00;12.8;0;5.1;62
Bergen - Florida;SN50540;12.06.2024 10:00;12.6;0;5.9;57
Bergen - Florida;SN50540;12.06.2024 11:00;13.2;0;5.3;56
Bergen - Florida;SN50540;12.06.2024 12:00;14.7;0;6.2;53
Bergen - Florida;SN50540;12.06.2024 13:00;13.3;0;6.5;59
Bergen - Florida;SN50540;12.06.2024 14:00;13.5;0;5.8;59
Bergen - Florida;SN50540;12.06.2024 15:00;13;0;7;55
Bergen - Florida;SN50540;12.06.2024 16:00;14.3;0;6.8;56
Bergen - Florida;SN50540;12.06.2024 17:00;13.8;0;6.3;55
Bergen - Florida;SN50540;12.06.2024 18:00;12.5;0;5.7;60
Bergen - Florida;SN50540;12.06.2024 19:00;11.4;0;5.6;62
Bergen - Florida;SN50540;12.06.2024 20:00;10.4;0;6.6;63
Bergen - Florida;SN50540;12.06.2024 21:00;9.7;0;5;68
Bergen - Florida;SN50540;12.06.2024 22:00;9.2;0;4.4;70
Bergen - Florida;SN50540;12.06.2024 23:00;8.9;0;2.7;72
Bergen - Florida;SN50540;13.06.2024 00:00;8.7;0;2.6;73
Bergen - Florida;SN50540;13.06.2024 01:00;8.1;0;1.5;75
Bergen - Florida;SN50540;13.06.2024 02:00;8.1;0;0.8;76
Bergen - Florida;SN50540;13.06.2024 03:00;7.1;0;0.8;82
Bergen - Florida;SN50540;13.06.2024 04:00;7;0;1.9;83
Bergen - Florida;SN50540;13.06.2024 05:00;7.3;0.1;1;84
Bergen - Florida;SN50540;13.06.2024 06:00;7.4;0;1.4;83
Bergen - Florida;SN50540;13.06.2024 07:00;9.9;0;1.5;72
Bergen - Florida;SN50540;13.06.2024 08:00;10.3;0;2.6;64
Bergen - Florida;SN50540;13.06.2024 09:00;10.5;0;1.6;65
Bergen - Florida;SN50540;13.06.2024 10:00;10.3;0.1;1.9;68
Bergen - Florida;SN50540;13.06.2024 11:00;11.8;0;1.8;52
Bergen - Florida;SN50540;13.06.2024 12:00;13.1;0;1.4;52
Bergen - Florida;SN50540;13.06.2024 13:00;12.2;0;3.4;56
Bergen - Florida;SN50540;13.06.2024 14:00;12.5;0;2.6;54
Bergen - Florida;SN50540;13.06.2024 15:00;12.5;0;2.1;55
Bergen - Florida;SN50540;13.06.2024 16:00;12.1;0;3.1;57
Bergen - Florida;SN50540;13.06.2024 17:00;11.7;0;1.2;58
Bergen - Florida;SN50540;13.06.2024 18:00;11.6;0;1.8;59
Bergen - Florida;SN50540;13.06.2024 19:00;11.5;0;1;58
Bergen - Florida;SN50540;13.06.2024 20:00;11.1;0;1.6;59
Bergen - Florida;SN50540;13.06.2024 21:00;10.3;0;2.1;65
Bergen - Florida;SN50540;13.06.2024 22:00;9.2;0;1.3;68
Bergen - Florida;SN50540;13.06.2024 23:00;8;0;1;74
Bergen - Florida;SN50540;14.06.2024 00:00;7.6;0;1.6;75
Bergen - Florida;SN50540;14.06.2024 01:00;6.5;0;0.8;81
Bergen - Florida;SN50540;14.06.2024 02:00;6.3;0;0.6;86
Bergen - Florida;SN50540;14.06.2024 03:00;6.8;0;1;85
Bergen - Florida;SN50540;14.06.2024 04:00;7.1;0;1;85
Bergen - Florida;SN50540;14.06.2024 05:00;7.8;0;0.4;84
Bergen - Florida;SN50540;14.06.2024 06:00;8.8;0;0.4;82
Bergen - Florida;SN50540;14.06.2024 07:00;11.2;0;0.7;69
Bergen - Florida;SN50540;14.06.2024 08:00;13;0;0.9;64
Bergen - Florida;SN50540;14.06.2024 09:00;14.4;0;0.8;52
Bergen - Florida;SN50540;14.06.2024 10:00;16.1;0;3.4;44
Bergen - Florida;SN50540;14.06.2024 11:00;16.4;0;4.2;41
Bergen - Florida;SN50540;14.06.2024 12:00;17.8;0;4.5;37
Bergen - Florida;SN50540;14.06.2024 13:00;18.7;0;3.2;37
Bergen - Florida;SN50540;14.06.2024 14:00;17.8;0;2.8;39
Bergen - Florida;SN50540;14.06.2024 15:00;18.2;0;2.5;40
Bergen - Florida;SN50540;14.06.2024 16:00;18.4;0;1.7;43
Bergen - Florida;SN50540;14.06.2024 17:00;17.8;0;1.4;41
Bergen - Florida;SN50540;14.06.2024 18:00;17.7;0;2.4;40
Bergen - Florida;SN50540;14.06.2024 19:00;17.2;0;2.3;41
Bergen - Florida;SN50540;14.06.2024 20:00;16.4;0;1.7;48
Bergen - Florida;SN50540;14.06.2024 21:00;15.2;0;1.1;58
Bergen - Florida;SN50540;14.06.2024 22:00;14.4;0;0.4;61
Bergen - Florida;SN50540;14.06.2024 23:00;13.6;0;0.7;65
Bergen - Florida;SN50540;15.06.2024 00:00;13.4;0;0.8;65
Bergen - Florida;SN50540;15.06.2024 01:00;13.1;0;0.6;68
Bergen - Florida;SN50540;15.06.2024 02:00;14.8;0;5.3;56
Bergen - Florida;SN50540;15.06.2024 03:00;14.9;0;3.8;54
Bergen - Florida;SN50540;15.06.2024 04:00;14.6;0;3.4;61
Bergen - Florida;SN50540;15.06.2024 05:00;13.8;0.2;6.3;65
Bergen - Florida;SN50540;15.06.2024 06:00;13.4;0.3;6.1;70
Bergen - Florida;SN50540;15.06.2024 07:00;13.7;0.6;4.8;70
Bergen - Florida;SN50540;15.06.2024 08:00;15.1;0.1;6.8;63
Bergen - Florida;SN50540;15.06.2024 09:00;15.8;0;3.9;59
Bergen - Florida;SN50540;15.06.2024 10:00;17.3;0;4.5;54
Bergen - Florida;SN50540;15.06.2024 11:00;19.9;0;2.5;51
Bergen - Florida;SN50540;15.06.2024 12:00;19.8;0;6.4;40
Bergen - Florida;SN50540;15.06.2024 13:00;20.3;0;4;40
Bergen - Florida;SN50540;15.06.2024 14:00;21.3;0.1;2.6;41
Bergen - Florida;SN50540;15.06.2024 15:00;20.5;0;3.9;39
Bergen - Florida;SN50540;15.06.2024 16:00;20;0;3.8;39
Bergen - Florida;SN50540;15.06.2024 17:00;20.2;0;4.3;39
Bergen - Florida;SN50540;15.06.2024 18:00;19.3;0;7.3;40
Bergen - Florida;SN50540;15.06.2024 19:00;18.8;0;6.8;43
Bergen - Florida;SN50540;15.06.2024 20:00;18.5;0;5.1;44
Bergen - Florida;SN50540;15.06.2024 21:00;17.6;0;6.7;45
Bergen - Florida;SN50540;15.06.2024 22:00;17.2;0;6.7;45
Bergen - Florida;SN50540;15.06.2024 23:00;17.1;0;7.1;48
Bergen - Florida;SN50540;16.06.2024 00:00;15.9;0.7;9;55
Bergen - Florida;SN50540;16.06.2024 01:00;16.5;0;9.1;52
Bergen - Florida;SN50540;16.06.2024 02:00;13.6;0;3.6;77
Bergen - Florida;SN50540;16.06.2024 03:00;12.7;0;1.3;83
Bergen - Florida;SN50540;16.06.2024 04:00;12.7;0;1.5;85
Bergen - Florida;SN50540;16.06.2024 05:00;12.3;0.6;1.5;88
Bergen - Florida;SN50540;16.06.2024 06:00;12.6;0;2.1;89
Bergen - Florida;SN50540;16.06.2024 07:00;14;0;0.8;79
Bergen - Florida;SN50540;16.06.2024 08:00;16.3;0;0.8;65
Bergen - Florida;SN50540;16.06.2024 09:00;16.2;0;2;60
Bergen - Florida;SN50540;16.06.2024 10:00;17.4;0;4.2;49
Bergen - Florida;SN50540;16.06.2024 11:00;18;0;7.2;49
Bergen - Florida;SN50540;16.06.2024 12:00;16.1;0;5.6;62
Bergen - Florida;SN50540;16.06.2024 13:00;17;0.2;2.8;58
Bergen - Florida;SN50540;16.06.2024 14:00;16.2;0;3.8;72
Bergen - Florida;SN50540;16.06.2024 15:00;16.7;0;3.4;66
Bergen - Florida;SN50540;16.06.2024 16:00;17.6;0;4.7;62
Bergen - Florida;SN50540;16.06.2024 17:00;18.4;0;2.9;57
Bergen - Florida;SN50540;16.06.2024 18:00;12.6;4;3;82
Bergen - Florida;SN50540;16.06.2024 19:00;12.7;0.6;1.3;88
Bergen - Florida;SN50540;16.06.2024 20:00;12.7;0.1;2;90
Bergen - Florida;SN50540;16.06.2024 21:00;12.6;0;2.4;90
Bergen - Florida;SN50540;16.06.2024 22:00;12.6;0;1.5;91
Bergen - Florida;SN50540;16.06.2024 23:00;12.4;0;0.4;90
Bergen - Florida;SN50540;17.06.2024 00:00;12.3;0;0.6;93
Bergen - Florida;SN50540;17.06.2024 01:00;12.2;0;0.3;93
Bergen - Florida;SN50540;17.06.2024 02:00;12.1;0;1.2;94
Bergen - Florida;SN50540;17.06.2024 03:00;12.1;0;1.2;94
Bergen - Florida;SN50540;17.06.2024 04:00;12;0;0.9;94
Bergen - Florida;SN50540;17.06.2024 05:00;12.1;0.8;1.2;95
Bergen - Florida;SN50540;17.06.2024 06:00;11.8;2.6;0.4;95
Bergen - Florida;SN50540;17.06.2024 07:00;11.6;2.9;1.5;94
Bergen - Florida;SN50540;17.06.2024 08:00;12.5;0.7;0.4;93
Bergen - Florida;SN50540;17.06.2024 09:00;13.1;0;2.1;86
Bergen - Florida;SN50540;17.06.2024 10:00;14.1;0;2.9;72
Bergen - Florida;SN50540;17.06.2024 11:00;14.5;0;2.5;74
Bergen - Florida;SN50540;17.06.2024 12:00;16.2;0.2;2.2;64
Bergen - Florida;SN50540;17.06.2024 13:00;17.6;0;7.4;53
Bergen - Florida;SN50540;17.06.2024 14:00;15.5;0;5.5;68
Bergen - Florida;SN50540;17.06.2024 15:00;14;0;3.2;75
Bergen - Florida;SN50540;17.06.2024 16:00;13.5;0.6;3.8;79
Bergen - Florida;SN50540;17.06.2024 17:00;14.9;0.3;4.2;70
Bergen - Florida;SN50540;17.06.2024 18:00;14.7;0;2.3;71
Bergen - Florida;SN50540;17.06.2024 19:00;14.8;0;2.9;70
Bergen - Florida;SN50540;17.06.2024 20:00;14.9;0;3.4;64
Bergen - Florida;SN50540;17.06.2024 21:00;14.8;0;2.5;63
Bergen - Florida;SN50540;17.06.2024 22:00;13.5;0;1.7;74
Bergen - Florida;SN50540;17.06.2024 23:00;12.7;0;1.5;85
Bergen - Florida;SN50540;18.06.2024 00:00;12.4;0.2;1.9;85
Bergen - Florida;SN50540;18.06.2024 01:00;11.9;0.4;1.2;87
Bergen - Florida;SN50540;18.06.2024 02:00;11.8;0;1.2;91
Bergen - Florida;SN50540;18.06.2024 03:00;11.7;0;1.4;91
Bergen - Florida;SN50540;18.06.2024 04:00;11.7;0;1.4;90
Bergen - Florida;SN50540;18.06.2024 05:00;12;0;1.8;90
Bergen - Florida;SN50540;18.06.2024 06:00;12.1;0;2.1;83
Bergen - Florida;SN50540;18.06.2024 07:00;12.5;0;2.5;77
Bergen - Florida;SN50540;18.06.2024 08:00;13.1;0;2.3;77
Bergen - Florida;SN50540;18.06.2024 09:00;14.6;0;2;71
Bergen - Florida;SN50540;18.06.2024 10:00;16.7;0;3.1;62
Bergen - Florida;SN50540;18.06.2024 11:00;15.7;0;1.9;60
Bergen - Florida;SN50540;18.06.2024 12:00;14.9;0;2.4;67
Bergen - Florida;SN50540;18.06.2024 13:00;14.4;0;3.5;75
Bergen - Florida;SN50540;18.06.2024 14:00;17.7;0;2.2;56
Bergen - Florida;SN50540;18.06.2024 15:00;17.5;0;2.6;57
Bergen - Florida;SN50540;18.06.2024 16:00;14.6;0.1;3.7;72
Bergen - Florida;SN50540;18.06.2024 17:00;16.1;0;3.5;68
Bergen - Florida;SN50540;18.06.2024 18:00;14.3;0;3.2;76
Bergen - Florida;SN50540;18.06.2024 19:00;13.3;0;3.4;78
Bergen - Florida;SN50540;18.06.2024 20:00;12.9;0;1.6;81
Bergen - Florida;SN50540;18.06.2024 21:00;12.5;0;1.2;85
Bergen - Florida;SN50540;18.06.2024 22:00;12.5;0;1.2;83
Bergen - Florida;SN50540;18.06.2024 23:00;12.3;0;1.2;86
Bergen - Florida;SN50540;19.06.2024 00:00;12.3;0.1;1.2;86
Bergen - Florida;SN50540;19.06.2024 01:00;12.3;0.9;2.8;91
Bergen - Florida;SN50540;19.06.2024 02:00;12.1;0.1;3.9;92
Bergen - Florida;SN50540;19.06.2024 03:00;11.7;0;6.4;91
Bergen - Florida;SN50540;19.06.2024 04:00;10.9;0;6.6;89
Bergen - Florida;SN50540;19.06.2024 05:00;10.8;0;5.9;86
Bergen - Florida;SN50540;19.06.2024 06:00;10.8;0;4.3;82
Bergen - Florida;SN50540;19.06.2024 07:00;10.6;0;5.4;77
Bergen - Florida;SN50540;19.06.2024 08:00;10.7;0;5.9;73
Bergen - Florida;SN50540;19.06.2024 09:00;11.8;0;5.8;67
Bergen - Florida;SN50540;19.06.2024 10:00;12.3;0;5.8;60
Bergen - Florida;SN50540;19.06.2024 11:00;12.8;0;4.6;61
Bergen - Florida;SN50540;19.06.2024 12:00;14;0;5.5;57
Bergen - Florida;SN50540;19.06.2024 13:00;14.5;0;3.7;59
Bergen - Florida;SN50540;19.06.2024 14:00;15.7;0;4.2;55
Bergen - Florida;SN50540;19.06.2024 15:00;16;0;4.1;56
Bergen - Florida;SN50540;19.06.2024 16:00;14.9;0;4.5;56
Bergen - Florida;SN50540;19.06.2024 17:00;14.5;0;3.1;61
Bergen - Florida;SN50540;19.06.2024 18:00;13.5;0;2.2;54
Bergen - Florida;SN50540;19.06.2024 19:00;12.9;0;2.9;63
Bergen - Florida;SN50540;19.06.2024 20:00;12.2;0;3.5;65
Bergen - Florida;SN50540;19.06.2024 21:00;11.6;0;1.7;69
Bergen - Florida;SN50540;19.06.2024 22:00;11.7;0;3.8;72
Bergen - Florida;SN50540;19.06.2024 23:00;11;0.1;2.7;81
Bergen - Florida;SN50540;20.06.2024 00:00;11;0.1;3.8;81
Bergen - Florida;SN50540;20.06.2024 01:00;10.6;0;4.8;76
Bergen - Florida;SN50540;20.06.2024 02:00;11.1;0;5.7;62
Bergen - Florida;SN50540;20.06.2024 03:00;11.4;0;5.6;61
Bergen - Florida;SN50540;20.06.2024 04:00;11.3;0;4.6;78
Bergen - Florida;SN50540;20.06.2024 05:00;10.8;1.3;3.3;92
Bergen - Florida;SN50540;20.06.2024 06:00;11.2;1.9;2.8;94
Bergen - Florida;SN50540;20.06.2024 07:00;12;0.3;1.6;90
Bergen - Florida;SN50540;20.06.2024 08:00;12.1;0.1;3.2;86
Bergen - Florida;SN50540;20.06.2024 09:00;12;0;3.9;76
Bergen - Florida;SN50540;20.06.2024 10:00;12.3;0;1.9;72
Bergen - Florida;SN50540;20.06.2024 11:00;13;0;3.1;69
Bergen - Florida;SN50540;20.06.2024 12:00;12.2;0;4.4;82
Bergen - Florida;SN50540;20.06.2024 13:00;12.9;0;2.1;77
Bergen - Florida;SN50540;20.06.2024 14:00;13.9;0;4.4;62
Bergen - Florida;SN50540;20.06.2024 15:00;13.5;0;4.6;65
Bergen - Florida;SN50540;20.06.2024 16:00;14.4;0;3.8;64
Bergen - Florida;SN50540;20.06.2024 17:00;13.8;0;3;65
Bergen - Florida;SN50540;20.06.2024 18:00;13.3;0;3.2;67
Bergen - Florida;SN50540;20.06.2024 19:00;13.3;0;1.8;66
Bergen - Florida;SN50540;20.06.2024 20:00;12.8;0;2.1;70
Bergen - Florida;SN50540;20.06.2024 21:00;12.5;0;1.4;73
Bergen - Florida;SN50540;20.06.2024 22:00;12.2;0;3;76
Bergen - Florida;SN50540;20.06.2024 23:00;11.8;0;2.4;80
Bergen - Florida;SN50540;21.06.2024 00:00;11.7;0;2.7;81
Bergen - Florida;SN50540;21.06.2024 01:00;11.6;0;2.9;81
Bergen - Florida;SN50540;21.06.2024 02:00;11.3;0;1.8;83
Bergen - Florida;SN50540;21.06.2024 03:00;11.3;0;2;81
Bergen - Florida;SN50540;21.06.2024 04:00;11.1;0;1.5;81
Bergen - Florida;SN50540;21.06.2024 05:00;11.2;0;1.2;79
Bergen - Florida;SN50540;21.06.2024 06:00;12;0;1.1;75
Bergen - Florida;SN50540;21.06.2024 07:00;13;0;0.8;70
Bergen - Florida;SN50540;21.06.2024 08:00;14.2;0;1.7;64
Bergen - Florida;SN50540;21.06.2024 09:00;15.4;0;2.9;62
Bergen - Florida;SN50540;21.06.2024 10:00;15.9;0;2.9;60
Bergen - Florida;SN50540;21.06.2024 11:00;17.1;0;4.2;58
Bergen - Florida;SN50540;21.06.2024 12:00;17.5;0;4.3;58
Bergen - Florida;SN50540;21.06.2024 13:00;17.3;0;5.1;60
Bergen - Florida;SN50540;21.06.2024 14:00;17.2;0;4.1;60
Bergen - Florida;SN50540;21.06.2024 15:00;17.2;0;5.2;59
Bergen - Florida;SN50540;21.06.2024 16:00;17.2;0;3.4;60
Bergen - Florida;SN50540;21.06.2024 17:00;17.3;0;3.3;61
Bergen - Florida;SN50540;21.06.2024 18:00;16.7;0;3.9;70
Bergen - Florida;SN50540;21.06.2024 19:00;16.1;0;2.9;72
Bergen - Florida;SN50540;21.06.2024 20:00;15.4;0;1.9;75
Bergen - Florida;SN50540;21.06.2024 21:00;14.4;0;2.5;80
Bergen - Florida;SN50540;21.06.2024 22:00;13.2;0;1;84
Bergen - Florida;SN50540;21.06.2024 23:00;12.2;0;1.5;87
Bergen - Florida;SN50540;22.06.2024 00:00;11.7;0;1.5;90
Bergen - Florida;SN50540;22.06.2024 01:00;11.4;0;1.8;90
Bergen - Florida;SN50540;22.06.2024 02:00;11.1;0;1.1;91
Bergen - Florida;SN50540;22.06.2024 03:00;10.9;0;0.5;93
Bergen - Florida;SN50540;22.06.2024 04:00;10.9;0.1;0.4;93
Bergen - Florida;SN50540;22.06.2024 05:00;12;0;0.7;91
Bergen - Florida;SN50540;22.06.2024 06:00;13;0;0.4;88
Bergen - Florida;SN50540;22.06.2024 07:00;13.8;0;1.1;83
Bergen - Florida;SN50540;22.06.2024 08:00;15;0;1.6;81
Bergen - Florida;SN50540;22.06.2024 09:00;14.7;0;1.9;83
Bergen - Florida;SN50540;22.06.2024 10:00;14.6;0.6;1;87
Bergen - Florida;SN50540;22.06.2024 11:00;14.9;0.6;0.3;85
Bergen - Florida;SN50540;22.06.2024 12:00;15.8;0.7;0.9;91
Bergen - Florida;SN50540;22.06.2024 13:00;15.6;0.5;2.6;87
Bergen - Florida;SN50540;22.06.2024 14:00;17.8;0;1.6;78
Bergen - Florida;SN50540;22.06.2024 15:00;17.8;0;2.5;72
Bergen - Florida;SN50540;22.06.2024 16:00;18.5;0;1;71
Bergen - Florida;SN50540;22.06.2024 17:00;17.4;0;2.4;72
Bergen - Florida;SN50540;22.06.2024 18:00;17.2;0;1.3;73
Bergen - Florida;SN50540;22.06.2024 19:00;16.3;0;3.9;76
Bergen - Florida;SN50540;22.06.2024 20:00;15.4;0;2.3;81
Bergen - Florida;SN50540;22.06.2024 21:00;15.3;0.2;3.1;85
Bergen - Florida;SN50540;22.06.2024 22:00;14.6;0;3.7;84
Bergen - Florida;SN50540;22.06.2024 23:00;14.3;0;3.9;86
Bergen - Florida;SN50540;23.06.2024 00:00;14.1;0;5.6;82
Bergen - Florida;SN50540;23.06.2024 01:00;13.9;0;4;84
Bergen - Florida;SN50540;23.06.2024 02:00;13.3;0;5.1;84
Bergen - Florida;SN50540;23.06.2024 03:00;12.9;0;2.7;84
Bergen - Florida;SN50540;23.06.2024 04:00;13.3;0;4;81
Bergen - Florida;SN50540;23.06.2024 05:00;13.5;0;2.7;77
Bergen - Florida;SN50540;23.06.2024 06:00;12.4;0.2;3.2;92
Bergen - Florida;SN50540;23.06.2024 07:00;12.8;0.6;2.1;92
Bergen - Florida;SN50540;23.06.2024 08:00;13.5;0.1;3.3;89
Bergen - Florida;SN50540;23.06.2024 09:00;13.9;0;3.9;85
Bergen - Florida;SN50540;23.06.2024 10:00;13.8;0.4;3.6;91
Bergen - Florida;SN50540;23.06.2024 11:00;13.5;1.1;1.9;90
Bergen - Florida;SN50540;23.06.2024 12:00;12.1;0.9;2.8;92
Bergen - Florida;SN50540;23.06.2024 13:00;12.6;0.6;1;91
Bergen - Florida;SN50540;23.06.2024 14:00;13.5;0.1;2.3;86
Bergen - Florida;SN50540;23.06.2024 15:00;14.1;0;4.4;79
Bergen - Florida;SN50540;23.06.2024 16:00;14.4;0;1.9;73
Bergen - Florida;SN50540;23.06.2024 17:00;15.3;0;3.6;69
Bergen - Florida;SN50540;23.06.2024 18:00;16.3;0;3.6;60
Bergen - Florida;SN50540;23.06.2024 19:00;14.2;0;3.4;74
Bergen - Florida;SN50540;23.06.2024 20:00;13.3;0;2.9;72
Bergen - Florida;SN50540;23.06.2024 21:00;12.8;0;2.5;76
Bergen - Florida;SN50540;23.06.2024 22:00;11.6;0;1.3;84
Bergen - Florida;SN50540;23.06.2024 23:00;11.3;0;1.9;87
Bergen - Florida;SN50540;24.06.2024 00:00;10.2;0;0.7;90
Bergen - Florida;SN50540;24.06.2024 01:00;9.5;0;0.8;91
Bergen - Florida;SN50540;24.06.2024 02:00;9.2;0;1.4;93
Bergen - Florida;SN50540;24.06.2024 03:00;9.1;0;1.6;92
Bergen - Florida;SN50540;24.06.2024 04:00;8.9;0;2.1;93
Bergen - Florida;SN50540;24.06.2024 05:00;8.9;0;2.1;93
Bergen - Florida;SN50540;24.06.2024 06:00;10;0;1.7;91
Bergen - Florida;SN50540;24.06.2024 07:00;12.6;0;1.2;78
Bergen - Florida;SN50540;24.06.2024 08:00;15.1;0;2;70
Bergen - Florida;SN50540;24.06.2024 09:00;16.2;0;2.9;63
Bergen - Florida;SN50540;24.06.2024 10:00;16.8;0;3.5;58
Bergen - Florida;SN50540;24.06.2024 11:00;17.7;0;3;56
Bergen - Florida;SN50540;24.06.2024 12:00;18.8;0;3.7;47
Bergen - Florida;SN50540;24.06.2024 13:00;20.2;0;3.3;48
Bergen - Florida;SN50540;24.06.2024 14:00;20.2;0;3.2;42
Bergen - Florida;SN50540;24.06.2024 15:00;20.2;0;4.7;45
Bergen - Florida;SN50540;24.06.2024 16:00;20;0;4;43
Bergen - Florida;SN50540;24.06.2024 17:00;20.8;0;2.6;47
Bergen - Florida;SN50540;24.06.2024 18:00;20.4;0;3.3;48
Bergen - Florida;SN50540;24.06.2024 19:00;18.3;0;2.2;51
Bergen - Florida;SN50540;24.06.2024 20:00;16.4;0;3.4;51
Bergen - Florida;SN50540;24.06.2024 21:00;15.4;0;3.2;58
Bergen - Florida;SN50540;24.06.2024 22:00;13.9;0;2.4;62
Bergen - Florida;SN50540;24.06.2024 23:00;13.1;0;1.9;60
Bergen - Florida;SN50540;25.06.2024 00:00;12.6;0;3.4;63
Bergen - Florida;SN50540;25.06.2024 01:00;12.8;0;3.5;67
Bergen - Florida;SN50540;25.06.2024 02:00;13;0;3;70
