started_at,ended_at,duration,start_station_id,start_station_name,start_station_description,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_description,end_station_latitude,end_station_longitude
2024-12-02 08:03:10.993000+00:00,2024-12-02 08:08:07.617000+00:00,296,220,Møllendalsplass,ved KMD Fakultetet,60.379894791874165,5.35207758319504,5,Moxy Hotellet,På sørsiden av hotellet ,60.37878279018753,5.3333274872102265
2024-12-02 08:03:19.676000+00:00,2024-12-02 08:11:44.435000+00:00,504,220,Møllendalsplass,ved KMD Fakultetet,60.379894791874165,5.35207758319504,789,Busstasjonen 1 Nord,Ved Bergen Busstasjon sin informasjon ,60.38890977889046,5.333817119783134
2024-12-02 08:04:20.880000+00:00,2024-12-02 08:25:51.429000+00:00,1290,1890,Christian Michelsens institutt,Nær Jekteviksbakken 31,60.38971028611195,5.314041873201262,75,Akvariet, Ved Akvariet og Havforskningsinstituttet,60.39987652272946,5.304686307890734
2024-12-02 08:04:59.359000+00:00,2024-12-02 08:13:18.181000+00:00,498,36,Torgallmenningen,Valkendorfsgaten / Torgallmenningen,60.39296632614153,5.323538420433351,75,Akvariet, Ved Akvariet og Havforskningsinstituttet,60.39987652272946,5.304686307890734
2024-12-02 08:05:50.040000+00:00,2024-12-02 08:08:56.028000+00:00,185,817,Nedre Korskirkeallmenning,Nedre Korskirkeallmenning 8,60.394549852530844,5.327049981572372,792,Busstasjonen 2 Vest,Vis a vis Hotel Scandic Ørnen,60.388283833541436,5.332872680372475
2024-12-02 08:06:58.671000+00:00,2024-12-02 08:11:56.694000+00:00,298,131,Gulating,Gulatings plass ved Rådhuset,60.391983600413376,5.32661819461282,217,Nykirkekaien,Langs C. Sundts gate,60.39705738914522,5.314548482139799
2024-12-02 08:08:48.903000+00:00,2024-12-02 08:20:20.702000+00:00,691,24,Studentboligene,ved Grønneviken og KMD fakultetet,60.37831673774707,5.350897458652753,793,Zander Kaaes gate,Zander Kaaes Hotel,60.390108717939874,5.3353874337574325
2024-12-02 08:09:02.816000+00:00,2024-12-02 08:11:11.508000+00:00,128,156,Allehelgens plass,ved Politihuset,60.39265146337743,5.328976911981613,816,Østre Murallmenningen nedre,Ved inngang Gågaten,60.395143864343254,5.320002322335455
2024-12-02 08:12:51.714000+00:00,2024-12-02 08:22:07.009000+00:00,555,3396,Kronstad bybanestopp,Ved siden av sykkelskur,60.37178687508714,5.349552885719248,214,Nygårdsporten,På østsiden av Nygårdsgaten,60.3839343833222,5.333450454511649
2024-12-02 08:13:12.603000+00:00,2024-12-02 08:15:34.288000+00:00,141,157,Florida Bybanestopp,ved Florida bybanestopp,60.382254745562825,5.3323324699108525,641,Krohnviken,Ved Solheimsviken bobåthavn,60.37810721367397,5.3310207695192275
2024-12-02 08:13:28.834000+00:00,2024-12-02 08:24:54.172000+00:00,685,1889,Nordnes Sjøbad,Ved inngang til Sjøbadet,60.399019977507635,5.303322069576893,794,St. Jakobs Plass,Langs Folkeuniversitetet,60.386681495848364,5.3309780770646
2024-12-02 08:13:56.114000+00:00,2024-12-02 08:20:55.654000+00:00,419,793,Zander Kaaes gate,Zander Kaaes Hotel,60.390108717939874,5.3353874337574325,214,Nygårdsporten,På østsiden av Nygårdsgaten,60.3839343833222,5.333450454511649
2024-12-02 08:14:29.889000+00:00,2024-12-02 08:37:03.097000+00:00,1353,301,Lars Hilles,Lars Hilles gate 18,60.388117889090395,5.331487235597251,216,Johanneskirken,på Sydnesplassen,60.38853002489311,5.318665231464365
2024-12-02 08:18:49.308000+00:00,2024-12-02 08:21:10.241000+00:00,140,816,Østre Murallmenningen nedre,Ved inngang Gågaten,60.395143864343254,5.320002322335455,217,Nykirkekaien,Langs C. Sundts gate,60.39705738914522,5.314548482139799
2024-12-02 08:20:00.469000+00:00,2024-12-02 08:32:45.692000+00:00,765,806,Dreggsallmenningen Sør,Radisson Blu Hotel,60.39770902893835,5.32200057798218,641,Krohnviken,Ved Solheimsviken bobåthavn,60.37810721367397,5.3310207695192275
2024-12-02 08:20:18.790000+00:00,2024-12-02 08:22:43.024000+00:00,144,36,Torgallmenningen,Valkendorfsgaten / Torgallmenningen,60.39296632614153,5.323538420433351,219,Jonsvollkvartalet,Jonsvollsgaten,60.39267683527631,5.317308285189142
2024-12-02 08:23:04.841000+00:00,2024-12-02 08:33:31.448000+00:00,626,116,Lysverket,"Gamle Lysverket, ved KODE",60.38962622255798,5.3298637396027,140,Sandviksbodene,Sjøgaten 2A,60.40569501689435,5.323373526334763
2024-12-02 08:23:57.363000+00:00,2024-12-02 08:33:03.963000+00:00,546,816,Østre Murallmenningen nedre,Ved inngang Gågaten,60.395143864343254,5.320002322335455,2322,Høyteknologisenteret,Utenfor hovedinngang,60.38174958551062,5.331698655041777
2024-12-02 08:24:24.324000+00:00,2024-12-02 08:31:39.097000+00:00,434,803,Permanenten,Ved Inngang,60.3906427466302,5.324397430398562,814,Nykirken,i Strandgaten,60.396949224333255,5.313494727727743
2024-12-02 08:24:39.372000+00:00,2024-12-02 08:28:13.764000+00:00,214,794,St. Jakobs Plass,Langs Folkeuniversitetet,60.386681495848364,5.3309780770646,803,Permanenten,Ved Inngang,60.3906427466302,5.324397430398562
2024-12-02 08:24:46.588000+00:00,2024-12-02 08:38:13.830000+00:00,807,817,Nedre Korskirkeallmenning,Nedre Korskirkeallmenning 8,60.394549852530844,5.327049981572372,2313,Solheimsviken,Utenfor Beddingen,60.37708169275558,5.335575458852787
2024-12-02 08:27:39.006000+00:00,2024-12-02 08:32:47.618000+00:00,308,215,Nonneseterplass,ved Jernbanestasjonen og Bystasjonen,60.38967202352878,5.3336050852019525,2322,Høyteknologisenteret,Utenfor hovedinngang,60.38174958551062,5.331698655041777
2024-12-02 08:28:08.423000+00:00,2024-12-02 08:32:24.313000+00:00,255,804,Stenersen,Til høyre for inngang,60.390174061139966,5.324792207669702,2322,Høyteknologisenteret,Utenfor hovedinngang,60.38174958551062,5.331698655041777
2024-12-02 08:32:17.657000+00:00,2024-12-02 08:38:13.891000+00:00,356,641,Krohnviken,Ved Solheimsviken bobåthavn,60.37810721367397,5.3310207695192275,3,Grieghallen,Ved Strømgaten / Nygårdsgaten,60.38819667374428,5.3285641370894155
2024-12-02 08:33:36.685000+00:00,2024-12-02 08:40:32.132000+00:00,415,5255,Tollbodalmenningen,Ved siden av lekeplass,60.39922323697098,5.3105257209258525,1894,Kong Oscars gate,Ved Kong Oscars gate 36,60.393323250707,5.330654155344547
2024-12-02 08:34:12.547000+00:00,2024-12-02 08:41:19.361000+00:00,426,641,Krohnviken,Ved Solheimsviken bobåthavn,60.37810721367397,5.3310207695192275,789,Busstasjonen 1 Nord,Ved Bergen Busstasjon sin informasjon ,60.38890977889046,5.333817119783134
2024-12-02 08:34:25.970000+00:00,2024-12-02 08:44:17.150000+00:00,591,132,Nøstetorget,Sukkerhusbryggen,60.39228413403305,5.314705281519707,1045,Damsgårdsveien 2,Ved Damsgårdsveien 34,60.37802198798124,5.329383048102329
2024-12-02 08:35:38.249000+00:00,2024-12-02 09:00:15.888000+00:00,1477,2322,Høyteknologisenteret,Utenfor hovedinngang,60.38174958551062,5.331698655041777,814,Nykirken,i Strandgaten,60.396949224333255,5.313494727727743
2024-12-02 08:36:30.877000+00:00,2024-12-02 08:44:01.663000+00:00,450,5,Moxy Hotellet,På sørsiden av hotellet ,60.37878279018753,5.3333274872102265,639,Frydenbø Marina,Under overbygg v/nr. 135,60.384467341026586,5.310007717995973
2024-12-02 08:39:55.621000+00:00,2024-12-02 08:54:28.956000+00:00,873,2313,Solheimsviken,Utenfor Beddingen,60.37708169275558,5.335575458852787,816,Østre Murallmenningen nedre,Ved inngang Gågaten,60.395143864343254,5.320002322335455
2024-12-02 08:46:12.494000+00:00,2024-12-02 08:48:54.133000+00:00,161,639,Frydenbø Marina,Under overbygg v/nr. 135,60.384467341026586,5.310007717995973,640,Damsgårdsveien,Ved inngang Bunnpris,60.381511501995426,5.3194353641521275
2024-12-02 08:47:11.876000+00:00,2024-12-02 09:06:01.101000+00:00,1129,3397,Kristianborg bybanestopp,Foran garasjer ved Bybanestopp,60.35779657270476,5.342069876253731,132,Nøstetorget,Sukkerhusbryggen,60.39228413403305,5.314705281519707
2024-12-02 08:47:33.296000+00:00,2024-12-02 08:59:19.024000+00:00,705,641,Krohnviken,Ved Solheimsviken bobåthavn,60.37810721367397,5.3310207695192275,1890,Christian Michelsens institutt,Nær Jekteviksbakken 31,60.38971028611195,5.314041873201262
2024-12-02 08:50:08.951000+00:00,2024-12-02 08:54:46.628000+00:00,277,219,Jonsvollkvartalet,Jonsvollsgaten,60.39267683527631,5.317308285189142,156,Allehelgens plass,ved Politihuset,60.39265146337743,5.328976911981613
2024-12-02 08:50:26.141000+00:00,2024-12-02 08:53:49.308000+00:00,203,640,Damsgårdsveien,Ved inngang Bunnpris,60.381511501995426,5.3194353641521275,641,Krohnviken,Ved Solheimsviken bobåthavn,60.37810721367397,5.3310207695192275
2024-12-02 08:56:13.938000+00:00,2024-12-02 09:04:42.485000+00:00,508,1045,Damsgårdsveien 2,Ved Damsgårdsveien 34,60.37802198798124,5.329383048102329,87,AdO arena,Ved Amalie Skram vgs og Store Lungegårdsvann,60.38543124330305,5.337431780062616
2024-12-02 08:56:54.894000+00:00,2024-12-02 09:06:45.830000+00:00,590,638,Damsgårdsallmenningen,Nede ved kai,60.386709149786796,5.299130112557805,157,Florida Bybanestopp,ved Florida bybanestopp,60.382254745562825,5.3323324699108525
2024-12-02 08:56:55.712000+00:00,2024-12-02 09:06:42.498000+00:00,586,82,Den Nationale Scene,ved hovedinngangen,60.39245536165015,5.320185176096857,220,Møllendalsplass,ved KMD Fakultetet,60.379894791874165,5.35207758319504
2024-12-02 09:03:07.108000+00:00,2024-12-02 09:11:01.348000+00:00,474,816,Østre Murallmenningen nedre,Ved inngang Gågaten,60.395143864343254,5.320002322335455,75,Akvariet, Ved Akvariet og Havforskningsinstituttet,60.39987652272946,5.304686307890734
2024-12-02 09:03:53.530000+00:00,2024-12-02 09:09:51.547000+00:00,358,644,Solheimsgaten (ved Extra),Utenfor COOP Extra,60.37514055132067,5.338517421420761,644,Solheimsgaten (ved Extra),Utenfor COOP Extra,60.37514055132067,5.338517421420761
2024-12-02 09:08:35.340000+00:00,2024-12-02 09:13:54.950000+00:00,319,24,Studentboligene,ved Grønneviken og KMD fakultetet,60.37831673774707,5.350897458652753,33,Høgskulen på Vestlandet,Ved hovedinngang til skolen,60.369179844976586,5.349443793165847
2024-12-02 09:09:23.989000+00:00,2024-12-02 09:18:48.310000+00:00,564,814,Nykirken,i Strandgaten,60.396949224333255,5.313494727727743,214,Nygårdsporten,På østsiden av Nygårdsgaten,60.3839343833222,5.333450454511649
2024-12-02 09:15:07.746000+00:00,2024-12-02 09:25:05.084000+00:00,597,789,Busstasjonen 1 Nord,Ved Bergen Busstasjon sin informasjon ,60.38890977889046,5.333817119783134,1045,Damsgårdsveien 2,Ved Damsgårdsveien 34,60.37802198798124,5.329383048102329
2024-12-02 09:20:24.833000+00:00,2024-12-02 09:24:13.260000+00:00,228,2313,Solheimsviken,Utenfor Beddingen,60.37708169275558,5.335575458852787,2322,Høyteknologisenteret,Utenfor hovedinngang,60.38174958551062,5.331698655041777
2024-12-02 09:25:02.686000+00:00,2024-12-02 09:37:51.089000+00:00,768,217,Nykirkekaien,Langs C. Sundts gate,60.39705738914522,5.314548482139799,2322,Høyteknologisenteret,Utenfor hovedinngang,60.38174958551062,5.331698655041777
2024-12-02 09:25:11.041000+00:00,2024-12-02 09:31:43.266000+00:00,392,3396,Kronstad bybanestopp,Ved siden av sykkelskur,60.37178687508714,5.349552885719248,87,AdO arena,Ved Amalie Skram vgs og Store Lungegårdsvann,60.38543124330305,5.337431780062616
2024-12-02 09:25:58.291000+00:00,2024-12-02 09:35:46.777000+00:00,588,138,C. Sundts gate,Ved Nagelgården,60.39947506336557,5.308762204430565,150,Torget,Ved busstopp,60.39587808663882,5.325283812313046
2024-12-02 09:28:09.207000+00:00,2024-12-02 09:32:19.988000+00:00,250,817,Nedre Korskirkeallmenning,Nedre Korskirkeallmenning 8,60.394549852530844,5.327049981572372,217,Nykirkekaien,Langs C. Sundts gate,60.39705738914522,5.314548482139799
2024-12-02 09:30:28.862000+00:00,2024-12-02 09:33:16.867000+00:00,168,157,Florida Bybanestopp,ved Florida bybanestopp,60.382254745562825,5.3323324699108525,2313,Solheimsviken,Utenfor Beddingen,60.37708169275558,5.335575458852787
2024-12-02 09:32:23.396000+00:00,2024-12-02 09:39:10.892000+00:00,407,220,Møllendalsplass,ved KMD Fakultetet,60.379894791874165,5.35207758319504,87,AdO arena,Ved Amalie Skram vgs og Store Lungegårdsvann,60.38543124330305,5.337431780062616
2024-12-02 09:32:47.004000+00:00,2024-12-02 09:40:11.757000+00:00,444,216,Johanneskirken,på Sydnesplassen,60.38853002489311,5.318665231464365,117,Verftet,Ved kaien på ved Georgernes verft,60.395877002094046,5.307755827707297
2024-12-02 09:37:03.009000+00:00,2024-12-02 09:44:37.307000+00:00,454,790,Busstasjonen 3  Øst,Ved Taxiholdeplass,60.38785633733042,5.334459219764085,217,Nykirkekaien,Langs C. Sundts gate,60.39705738914522,5.314548482139799
2024-12-02 09:37:03.339000+00:00,2024-12-02 09:51:28.277000+00:00,864,817,Nedre Korskirkeallmenning,Nedre Korskirkeallmenning 8,60.394549852530844,5.327049981572372,83,Bergen jernbanestasjon,På høyre side av hovedinngangen til Jernbanestasjonen,60.390414110522414,5.3326504538233905
2024-12-02 09:40:24.145000+00:00,2024-12-02 09:50:22.475000+00:00,598,638,Damsgårdsallmenningen,Nede ved kai,60.386709149786796,5.299130112557805,87,AdO arena,Ved Amalie Skram vgs og Store Lungegårdsvann,60.38543124330305,5.337431780062616
2024-12-02 09:42:25.469000+00:00,2024-12-02 09:50:24.219000+00:00,478,644,Solheimsgaten (ved Extra),Utenfor COOP Extra,60.37514055132067,5.338517421420761,804,Stenersen,Til høyre for inngang,60.390174061139966,5.324792207669702
2024-12-02 09:43:05.885000+00:00,2024-12-02 10:00:24.122000+00:00,1038,24,Studentboligene,ved Grønneviken og KMD fakultetet,60.37831673774707,5.350897458652753,24,Studentboligene,ved Grønneviken og KMD fakultetet,60.37831673774707,5.350897458652753
2024-12-02 09:43:08.199000+00:00,2024-12-02 09:50:18.225000+00:00,430,1887,Puddefjordsbroen,ved Bredalsmarken 15,60.38591618700343,5.319206933440256,808,Damsgårdsveien 71,By walkway to Damsgårdsveien 69-71,60.380262713779956,5.323223146883635
2024-12-02 09:47:53.177000+00:00,2024-12-02 09:50:42.063000+00:00,168,793,Zander Kaaes gate,Zander Kaaes Hotel,60.390108717939874,5.3353874337574325,804,Stenersen,Til høyre for inngang,60.390174061139966,5.324792207669702
2024-12-02 09:48:57.082000+00:00,2024-12-02 09:53:13.029000+00:00,255,1894,Kong Oscars gate,Ved Kong Oscars gate 36,60.393323250707,5.330654155344547,806,Dreggsallmenningen Sør,Radisson Blu Hotel,60.39770902893835,5.32200057798218
2024-12-02 09:52:20.763000+00:00,2024-12-02 09:59:24.734000+00:00,423,810,Amalie Skrams vei Sør,Amalie Skrams vei 1,60.408096993005785,5.325510899047174,150,Torget,Ved busstopp,60.39587808663882,5.325283812313046
2024-12-02 09:52:50.409000+00:00,2024-12-02 09:57:50.499000+00:00,300,301,Lars Hilles,Lars Hilles gate 18,60.388117889090395,5.331487235597251,131,Gulating,Gulatings plass ved Rådhuset,60.391983600413376,5.32661819461282
2024-12-02 09:59:53.236000+00:00,2024-12-02 10:08:48.791000+00:00,535,117,Verftet,Ved kaien på ved Georgernes verft,60.395877002094046,5.307755827707297,795,Fosswinckels gate,I gågate,60.38658166593217,5.327978744635743
2024-12-02 09:59:59.157000+00:00,2024-12-02 10:03:18.949000+00:00,199,641,Krohnviken,Ved Solheimsviken bobåthavn,60.37810721367397,5.3310207695192275,2322,Høyteknologisenteret,Utenfor hovedinngang,60.38174958551062,5.331698655041777
2024-12-02 10:00:20.227000+00:00,2024-12-02 10:03:18.097000+00:00,177,641,Krohnviken,Ved Solheimsviken bobåthavn,60.37810721367397,5.3310207695192275,2322,Høyteknologisenteret,Utenfor hovedinngang,60.38174958551062,5.331698655041777
2024-12-02 10:00:33.640000+00:00,2024-12-02 10:10:55.022000+00:00,621,140,Sandviksbodene,Sjøgaten 2A,60.40569501689435,5.323373526334763,83,Bergen jernbanestasjon,På høyre side av hovedinngangen til Jernbanestasjonen,60.390414110522414,5.3326504538233905
2024-12-02 10:02:56.084000+00:00,2024-12-02 10:09:27.898000+00:00,391,814,Nykirken,i Strandgaten,60.396949224333255,5.313494727727743,83,Bergen jernbanestasjon,På høyre side av hovedinngangen til Jernbanestasjonen,60.390414110522414,5.3326504538233905
2024-12-02 10:04:28.182000+00:00,2024-12-02 10:07:40.635000+00:00,192,2313,Solheimsviken,Utenfor Beddingen,60.37708169275558,5.335575458852787,157,Florida Bybanestopp,ved Florida bybanestopp,60.382254745562825,5.3323324699108525
2024-12-02 10:04:41.352000+00:00,2024-12-02 10:14:24.255000+00:00,582,87,AdO arena,Ved Amalie Skram vgs og Store Lungegårdsvann,60.38543124330305,5.337431780062616,1045,Damsgårdsveien 2,Ved Damsgårdsveien 34,60.37802198798124,5.329383048102329
2024-12-02 10:05:23.702000+00:00,2024-12-02 10:12:49.418000+00:00,445,640,Damsgårdsveien,Ved inngang Bunnpris,60.381511501995426,5.3194353641521275,214,Nygårdsporten,På østsiden av Nygårdsgaten,60.3839343833222,5.333450454511649
2024-12-02 10:07:20.612000+00:00,2024-12-02 10:17:32.559000+00:00,611,1045,Damsgårdsveien 2,Ved Damsgårdsveien 34,60.37802198798124,5.329383048102329,215,Nonneseterplass,ved Jernbanestasjonen og Bystasjonen,60.38967202352878,5.3336050852019525
2024-12-02 10:08:07.151000+00:00,2024-12-02 10:19:39.193000+00:00,692,217,Nykirkekaien,Langs C. Sundts gate,60.39705738914522,5.314548482139799,24,Studentboligene,ved Grønneviken og KMD fakultetet,60.37831673774707,5.350897458652753
2024-12-02 10:10:16.308000+00:00,2024-12-02 10:18:35.666000+00:00,499,150,Torget,Ved busstopp,60.39587808663882,5.325283812313046,138,C. Sundts gate,Ved Nagelgården,60.39947506336557,5.308762204430565
2024-12-02 10:10:19.616000+00:00,2024-12-02 10:24:56.172000+00:00,876,2313,Solheimsviken,Utenfor Beddingen,60.37708169275558,5.335575458852787,5255,Tollbodalmenningen,Ved siden av lekeplass,60.39922323697098,5.3105257209258525
2024-12-02 10:15:32.681000+00:00,2024-12-02 10:21:53.314000+00:00,380,803,Permanenten,Ved Inngang,60.3906427466302,5.324397430398562,1043,Comfort Hotel Bergen,Holbergsallmenningen bussholdeplass,60.396329429740746,5.315115500234867
2024-12-02 10:17:44.170000+00:00,2024-12-02 10:24:48.782000+00:00,424,83,Bergen jernbanestasjon,På høyre side av hovedinngangen til Jernbanestasjonen,60.390414110522414,5.3326504538233905,815,Gågaten,Strandgaten 60,60.395070112977045,5.31879835082907
2024-12-02 10:18:23.700000+00:00,2024-12-02 10:21:51.610000+00:00,207,2313,Solheimsviken,Utenfor Beddingen,60.37708169275558,5.335575458852787,157,Florida Bybanestopp,ved Florida bybanestopp,60.382254745562825,5.3323324699108525
2024-12-02 10:19:30.414000+00:00,2024-12-02 10:25:31.483000+00:00,361,804,Stenersen,Til høyre for inngang,60.390174061139966,5.324792207669702,2322,Høyteknologisenteret,Utenfor hovedinngang,60.38174958551062,5.331698655041777
2024-12-02 10:22:50.468000+00:00,2024-12-02 10:26:28.534000+00:00,218,789,Busstasjonen 1 Nord,Ved Bergen Busstasjon sin informasjon ,60.38890977889046,5.333817119783134,87,AdO arena,Ved Amalie Skram vgs og Store Lungegårdsvann,60.38543124330305,5.337431780062616
2024-12-02 10:24:24.216000+00:00,2024-12-02 10:34:54.726000+00:00,630,150,Torget,Ved busstopp,60.39587808663882,5.325283812313046,222,Sandviken Brygge,ved Måseskjæret,60.41294568274233,5.320870309021842
2024-12-02 10:25:47.085000+00:00,2024-12-02 10:30:50.885000+00:00,303,817,Nedre Korskirkeallmenning,Nedre Korskirkeallmenning 8,60.394549852530844,5.327049981572372,797,John Lunds plass,John Lunds plass,60.38824732496974,5.324558211682643
2024-12-02 10:26:18.959000+00:00,2024-12-02 10:38:25.119000+00:00,726,1045,Damsgårdsveien 2,Ved Damsgårdsveien 34,60.37802198798124,5.329383048102329,802,Håkonsgaten,Ved inngang Bergen Kino,60.39118461048114,5.318026298282803
2024-12-02 10:27:52.285000+00:00,2024-12-02 10:31:15.760000+00:00,203,24,Studentboligene,ved Grønneviken og KMD fakultetet,60.37831673774707,5.350897458652753,1900,Tonningneset,ved Møllendalsveien 31,60.379576056996115,5.344655017198988
2024-12-02 10:29:57.320000+00:00,2024-12-02 10:35:06.139000+00:00,308,3396,Kronstad bybanestopp,Ved siden av sykkelskur,60.37178687508714,5.349552885719248,1900,Tonningneset,ved Møllendalsveien 31,60.379576056996115,5.344655017198988
2024-12-02 10:31:05.748000+00:00,2024-12-02 10:50:32.971000+00:00,1167,219,Jonsvollkvartalet,Jonsvollsgaten,60.39267683527631,5.317308285189142,298,Østre Murallmenningen øvre,Østre Murallmenningen / Markeveien,60.39397677863768,5.318713236118583
2024-12-02 10:31:44.490000+00:00,2024-12-02 10:50:44.450000+00:00,1139,219,Jonsvollkvartalet,Jonsvollsgaten,60.39267683527631,5.317308285189142,298,Østre Murallmenningen øvre,Østre Murallmenningen / Markeveien,60.39397677863768,5.318713236118583
2024-12-02 10:31:56.857000+00:00,2024-12-02 10:44:55.425000+00:00,778,795,Fosswinckels gate,I gågate,60.38658166593217,5.327978744635743,3,Grieghallen,Ved Strømgaten / Nygårdsgaten,60.38819667374428,5.3285641370894155
2024-12-02 10:32:43.126000+00:00,2024-12-02 10:43:03.783000+00:00,620,157,Florida Bybanestopp,ved Florida bybanestopp,60.382254745562825,5.3323324699108525,7,Neumanns gate,Ved Konsertpaleet,60.39138580667719,5.319194867192266
2024-12-02 10:35:08.146000+00:00,2024-12-02 10:40:21.163000+00:00,313,639,Frydenbø Marina,Under overbygg v/nr. 135,60.384467341026586,5.310007717995973,2322,Høyteknologisenteret,Utenfor hovedinngang,60.38174958551062,5.331698655041777
2024-12-02 10:36:50.667000+00:00,2024-12-02 10:42:50.018000+00:00,359,794,St. Jakobs Plass,Langs Folkeuniversitetet,60.386681495848364,5.3309780770646,7,Neumanns gate,Ved Konsertpaleet,60.39138580667719,5.319194867192266
2024-12-02 10:37:01.244000+00:00,2024-12-02 10:50:51.207000+00:00,829,1043,Comfort Hotel Bergen,Holbergsallmenningen bussholdeplass,60.396329429740746,5.315115500234867,2322,Høyteknologisenteret,Utenfor hovedinngang,60.38174958551062,5.331698655041777
2024-12-02 10:38:04.167000+00:00,2024-12-02 10:56:49.507000+00:00,1125,87,AdO arena,Ved Amalie Skram vgs og Store Lungegårdsvann,60.38543124330305,5.337431780062616,641,Krohnviken,Ved Solheimsviken bobåthavn,60.37810721367397,5.3310207695192275
2024-12-02 10:40:21.701000+00:00,2024-12-02 10:54:20.438000+00:00,838,33,Høgskulen på Vestlandet,Ved hovedinngang til skolen,60.369179844976586,5.349443793165847,131,Gulating,Gulatings plass ved Rådhuset,60.391983600413376,5.32661819461282
2024-12-02 10:40:29.630000+00:00,2024-12-02 10:43:45.655000+00:00,196,794,St. Jakobs Plass,Langs Folkeuniversitetet,60.386681495848364,5.3309780770646,804,Stenersen,Til høyre for inngang,60.390174061139966,5.324792207669702
2024-12-02 10:50:25.152000+00:00,2024-12-02 10:58:53.344000+00:00,508,215,Nonneseterplass,ved Jernbanestasjonen og Bystasjonen,60.38967202352878,5.3336050852019525,220,Møllendalsplass,ved KMD Fakultetet,60.379894791874165,5.35207758319504
2024-12-02 10:52:04.230000+00:00,2024-12-02 11:01:57.895000+00:00,593,5255,Tollbodalmenningen,Ved siden av lekeplass,60.39922323697098,5.3105257209258525,2322,Høyteknologisenteret,Utenfor hovedinngang,60.38174958551062,5.331698655041777
2024-12-02 10:56:39.480000+00:00,2024-12-02 11:01:32.336000+00:00,292,138,C. Sundts gate,Ved Nagelgården,60.39947506336557,5.308762204430565,219,Jonsvollkvartalet,Jonsvollsgaten,60.39267683527631,5.317308285189142
2024-12-02 10:58:03.099000+00:00,2024-12-02 11:05:31.556000+00:00,448,87,AdO arena,Ved Amalie Skram vgs og Store Lungegårdsvann,60.38543124330305,5.337431780062616,1900,Tonningneset,ved Møllendalsveien 31,60.379576056996115,5.344655017198988
2024-12-02 10:58:03.194000+00:00,2024-12-02 11:03:05.993000+00:00,302,5255,Tollbodalmenningen,Ved siden av lekeplass,60.39922323697098,5.3105257209258525,36,Torgallmenningen,Valkendorfsgaten / Torgallmenningen,60.39296632614153,5.323538420433351
2024-12-02 10:58:49.960000+00:00,2024-12-02 11:29:55.039000+00:00,1865,157,Florida Bybanestopp,ved Florida bybanestopp,60.382254745562825,5.3323324699108525,215,Nonneseterplass,ved Jernbanestasjonen og Bystasjonen,60.38967202352878,5.3336050852019525
2024-12-02 10:59:10.303000+00:00,2024-12-02 11:07:52.323000+00:00,522,83,Bergen jernbanestasjon,På høyre side av hovedinngangen til Jernbanestasjonen,60.390414110522414,5.3326504538233905,814,Nykirken,i Strandgaten,60.396949224333255,5.313494727727743
2024-12-02 11:01:28.540000+00:00,2024-12-02 11:19:39.170000+00:00,1090,1043,Comfort Hotel Bergen,Holbergsallmenningen bussholdeplass,60.396329429740746,5.315115500234867,788,Danmarksplass,Ved bybanestopp,60.376082994809856,5.339851409058042
2024-12-02 11:03:55.447000+00:00,2024-12-02 11:16:51.525000+00:00,776,808,Damsgårdsveien 71,By walkway to Damsgårdsveien 69-71,60.380262713779956,5.323223146883635,815,Gågaten,Strandgaten 60,60.395070112977045,5.31879835082907
2024-12-02 11:05:48.905000+00:00,2024-12-02 11:12:58.960000+00:00,430,220,Møllendalsplass,ved KMD Fakultetet,60.379894791874165,5.35207758319504,789,Busstasjonen 1 Nord,Ved Bergen Busstasjon sin informasjon ,60.38890977889046,5.333817119783134
2024-12-02 11:06:51.821000+00:00,2024-12-02 11:11:26.162000+00:00,274,1887,Puddefjordsbroen,ved Bredalsmarken 15,60.38591618700343,5.319206933440256,639,Frydenbø Marina,Under overbygg v/nr. 135,60.384467341026586,5.310007717995973
2024-12-02 11:07:27.556000+00:00,2024-12-02 11:15:02.528000+00:00,454,808,Damsgårdsveien 71,By walkway to Damsgårdsveien 69-71,60.380262713779956,5.323223146883635,1900,Tonningneset,ved Møllendalsveien 31,60.379576056996115,5.344655017198988
2024-12-02 11:07:31.503000+00:00,2024-12-02 11:14:14.860000+00:00,403,219,Jonsvollkvartalet,Jonsvollsgaten,60.39267683527631,5.317308285189142,2322,Høyteknologisenteret,Utenfor hovedinngang,60.38174958551062,5.331698655041777
2024-12-02 11:07:49.982000+00:00,2024-12-02 11:12:45.539000+00:00,295,2322,Høyteknologisenteret,Utenfor hovedinngang,60.38174958551062,5.331698655041777,789,Busstasjonen 1 Nord,Ved Bergen Busstasjon sin informasjon ,60.38890977889046,5.333817119783134
2024-12-02 11:14:08.936000+00:00,2024-12-02 11:19:15.319000+00:00,306,1045,Damsgårdsveien 2,Ved Damsgårdsveien 34,60.37802198798124,5.329383048102329,794,St. Jakobs Plass,Langs Folkeuniversitetet,60.386681495848364,5.3309780770646
2024-12-02 11:17:02.430000+00:00,2024-12-02 11:21:40.412000+00:00,277,1043,Comfort Hotel Bergen,Holbergsallmenningen bussholdeplass,60.396329429740746,5.315115500234867,22,Skur 11,Nord for skur 11,60.396384231131684,5.324169337618514
