started_at,ended_at,duration,start_station_id,start_station_name,start_station_description,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_description,end_station_latitude,end_station_longitude
2024-12-04 14:58:25.933000+00:00,2024-12-04 15:03:00.425000+00:00,274,217,Nykirkekaien,Langs C. Sundts gate,60.39705738914522,5.314548482139799,36,Torgallmenningen,Valkendorfsgaten / Torgallmenningen,60.39296632614153,5.323538420433351
2024-12-04 14:58:42.776000+00:00,2024-12-04 15:15:23.485000+00:00,1000,220,Møllendalsplass,ved KMD Fakultetet,60.379894791874165,5.35207758319504,75,Akvariet, Ved Akvariet og Havforskningsinstituttet,60.39987652272946,5.304686307890734
2024-12-04 14:58:49.248000+00:00,2024-12-04 15:07:36.764000+00:00,527,2322,Høyteknologisenteret,Utenfor hovedinngang,60.38174958551062,5.331698655041777,816,Østre Murallmenningen nedre,Ved inngang Gågaten,60.395143864343254,5.320002322335455
2024-12-04 14:59:07.784000+00:00,2024-12-04 15:08:45.407000+00:00,577,83,Bergen jernbanestasjon,På høyre side av hovedinngangen til Jernbanestasjonen,60.390414110522414,5.3326504538233905,220,Møllendalsplass,ved KMD Fakultetet,60.379894791874165,5.35207758319504
2024-12-04 14:59:17.682000+00:00,2024-12-04 15:05:28.638000+00:00,370,818,Vågsallmenningen,Ved Husfliden,60.393689548634,5.3265806966930995,794,St. Jakobs Plass,Langs Folkeuniversitetet,60.386681495848364,5.3309780770646
2024-12-04 14:59:22.200000+00:00,2024-12-04 15:05:10.275000+00:00,348,638,Damsgårdsallmenningen,Nede ved kai,60.386709149786796,5.299130112557805,640,Damsgårdsveien,Ved inngang Bunnpris,60.381511501995426,5.3194353641521275
2024-12-04 14:59:24.708000+00:00,2024-12-04 15:08:42.962000+00:00,558,638,Damsgårdsallmenningen,Nede ved kai,60.386709149786796,5.299130112557805,808,Damsgårdsveien 71,By walkway to Damsgårdsveien 69-71,60.380262713779956,5.323223146883635
2024-12-04 14:59:33.493000+00:00,2024-12-04 15:07:39.908000+00:00,486,214,Nygårdsporten,På østsiden av Nygårdsgaten,60.3839343833222,5.333450454511649,816,Østre Murallmenningen nedre,Ved inngang Gågaten,60.395143864343254,5.320002322335455
2024-12-04 15:00:06.318000+00:00,2024-12-04 15:14:21.200000+00:00,854,4963,Kronstad Allmenning,I allmenningen ved gressplen,60.36877700028643,5.34229516452919,638,Damsgårdsallmenningen,Nede ved kai,60.386709149786796,5.299130112557805
2024-12-04 15:01:08.007000+00:00,2024-12-04 15:08:08.927000+00:00,420,217,Nykirkekaien,Langs C. Sundts gate,60.39705738914522,5.314548482139799,36,Torgallmenningen,Valkendorfsgaten / Torgallmenningen,60.39296632614153,5.323538420433351
2024-12-04 15:01:14.893000+00:00,2024-12-04 15:03:32.021000+00:00,137,815,Gågaten,Strandgaten 60,60.395070112977045,5.31879835082907,814,Nykirken,i Strandgaten,60.396949224333255,5.313494727727743
2024-12-04 15:01:45.088000+00:00,2024-12-04 15:14:17.689000+00:00,752,818,Vågsallmenningen,Ved Husfliden,60.393689548634,5.3265806966930995,1891,Rosenbergsgaten,I nærheten av Rosenbergsgaten 34,60.38904687509401,5.321882967938819
2024-12-04 15:01:47.846000+00:00,2024-12-04 15:07:43.639000+00:00,355,814,Nykirken,i Strandgaten,60.396949224333255,5.313494727727743,83,Bergen jernbanestasjon,På høyre side av hovedinngangen til Jernbanestasjonen,60.390414110522414,5.3326504538233905
2024-12-04 15:02:04.339000+00:00,2024-12-04 15:12:19.825000+00:00,615,814,Nykirken,i Strandgaten,60.396949224333255,5.313494727727743,1891,Rosenbergsgaten,I nærheten av Rosenbergsgaten 34,60.38904687509401,5.321882967938819
2024-12-04 15:02:13.613000+00:00,2024-12-04 15:07:52.458000+00:00,338,1893,Haukelandshallen,Nord for inngang til hall,60.370493777025985,5.353846489647282,2336,Møllestranden,Ved badebrygge,60.380044402639385,5.350823586678217
2024-12-04 15:02:51.658000+00:00,2024-12-04 15:08:53.835000+00:00,362,641,Krohnviken,Ved Solheimsviken bobåthavn,60.37810721367397,5.3310207695192275,639,Frydenbø Marina,Under overbygg v/nr. 135,60.384467341026586,5.310007717995973
2024-12-04 15:04:59.691000+00:00,2024-12-04 15:12:10.150000+00:00,430,1891,Rosenbergsgaten,I nærheten av Rosenbergsgaten 34,60.38904687509401,5.321882967938819,138,C. Sundts gate,Ved Nagelgården,60.39947506336557,5.308762204430565
2024-12-04 15:05:14.303000+00:00,2024-12-04 15:10:33.619000+00:00,319,217,Nykirkekaien,Langs C. Sundts gate,60.39705738914522,5.314548482139799,807,Dreggsallmenningen Nord,Vis a vis Bryggen Museum,60.398656493732524,5.3221425864564935
2024-12-04 15:05:50.494000+00:00,2024-12-04 15:13:12.505000+00:00,442,1816,Hansaparken,I gangtunell ved butikk,60.38604412210008,5.349253890141261,641,Krohnviken,Ved Solheimsviken bobåthavn,60.37810721367397,5.3310207695192275
2024-12-04 15:06:55.360000+00:00,2024-12-04 15:26:20.828000+00:00,1165,138,C. Sundts gate,Ved Nagelgården,60.39947506336557,5.308762204430565,644,Solheimsgaten (ved Extra),Utenfor COOP Extra,60.37514055132067,5.338517421420761
2024-12-04 15:07:03.090000+00:00,2024-12-04 15:20:23.376000+00:00,800,33,Høgskulen på Vestlandet,Ved hovedinngang til skolen,60.369179844976586,5.349443793165847,131,Gulating,Gulatings plass ved Rådhuset,60.391983600413376,5.32661819461282
2024-12-04 15:07:15.868000+00:00,2024-12-04 15:14:48.150000+00:00,452,215,Nonneseterplass,ved Jernbanestasjonen og Bystasjonen,60.38967202352878,5.3336050852019525,2336,Møllestranden,Ved badebrygge,60.380044402639385,5.350823586678217
2024-12-04 15:08:18.189000+00:00,2024-12-04 15:14:30.716000+00:00,372,1043,Comfort Hotel Bergen,Holbergsallmenningen bussholdeplass,60.396329429740746,5.315115500234867,818,Vågsallmenningen,Ved Husfliden,60.393689548634,5.3265806966930995
2024-12-04 15:09:32.174000+00:00,2024-12-04 15:19:52.510000+00:00,620,220,Møllendalsplass,ved KMD Fakultetet,60.379894791874165,5.35207758319504,1894,Kong Oscars gate,Ved Kong Oscars gate 36,60.393323250707,5.330654155344547
2024-12-04 15:09:54.054000+00:00,2024-12-04 15:17:19.278000+00:00,445,807,Dreggsallmenningen Nord,Vis a vis Bryggen Museum,60.398656493732524,5.3221425864564935,1890,Christian Michelsens institutt,Nær Jekteviksbakken 31,60.38971028611195,5.314041873201262
2024-12-04 15:11:10.371000+00:00,2024-12-04 15:18:55.853000+00:00,465,794,St. Jakobs Plass,Langs Folkeuniversitetet,60.386681495848364,5.3309780770646,2313,Solheimsviken,Utenfor Beddingen,60.37708169275558,5.335575458852787
2024-12-04 15:11:29.640000+00:00,2024-12-04 15:30:35.143000+00:00,1145,151,Småstrandgaten,ved Xhibiton,60.39309812241306,5.327022724925882,69,Laksevåg v/Kirkebukten,Parkeringsplass ved Coop Extra,60.386068777690944,5.3001083072740585
2024-12-04 15:11:40.611000+00:00,2024-12-04 15:19:27.351000+00:00,466,788,Danmarksplass,Ved bybanestopp,60.376082994809856,5.339851409058042,640,Damsgårdsveien,Ved inngang Bunnpris,60.381511501995426,5.3194353641521275
2024-12-04 15:11:48.431000+00:00,2024-12-04 15:14:22.649000+00:00,154,814,Nykirken,i Strandgaten,60.396949224333255,5.313494727727743,815,Gågaten,Strandgaten 60,60.395070112977045,5.31879835082907
2024-12-04 15:12:03.186000+00:00,2024-12-04 15:18:26.387000+00:00,383,1045,Damsgårdsveien 2,Ved Damsgårdsveien 34,60.37802198798124,5.329383048102329,639,Frydenbø Marina,Under overbygg v/nr. 135,60.384467341026586,5.310007717995973
2024-12-04 15:13:28.342000+00:00,2024-12-04 15:26:15.227000+00:00,766,116,Lysverket,"Gamle Lysverket, ved KODE",60.38962622255798,5.3298637396027,1045,Damsgårdsveien 2,Ved Damsgårdsveien 34,60.37802198798124,5.329383048102329
2024-12-04 15:14:10.883000+00:00,2024-12-04 15:35:12.333000+00:00,1261,1891,Rosenbergsgaten,I nærheten av Rosenbergsgaten 34,60.38904687509401,5.321882967938819,8,Haukeland sykehus,Ved HUD-bygget,60.373637920628255,5.35659456239955
2024-12-04 15:14:32.645000+00:00,2024-12-04 15:20:35.137000+00:00,362,815,Gågaten,Strandgaten 60,60.395070112977045,5.31879835082907,83,Bergen jernbanestasjon,På høyre side av hovedinngangen til Jernbanestasjonen,60.390414110522414,5.3326504538233905
2024-12-04 15:15:10.891000+00:00,2024-12-04 15:33:43.951000+00:00,1113,138,C. Sundts gate,Ved Nagelgården,60.39947506336557,5.308762204430565,220,Møllendalsplass,ved KMD Fakultetet,60.379894791874165,5.35207758319504
2024-12-04 15:16:14.270000+00:00,2024-12-04 15:23:54.127000+00:00,459,640,Damsgårdsveien,Ved inngang Bunnpris,60.381511501995426,5.3194353641521275,638,Damsgårdsallmenningen,Nede ved kai,60.386709149786796,5.299130112557805
2024-12-04 15:16:31.278000+00:00,2024-12-04 15:20:51.258000+00:00,259,816,Østre Murallmenningen nedre,Ved inngang Gågaten,60.395143864343254,5.320002322335455,83,Bergen jernbanestasjon,På høyre side av hovedinngangen til Jernbanestasjonen,60.390414110522414,5.3326504538233905
2024-12-04 15:16:59.582000+00:00,2024-12-04 15:23:53.204000+00:00,413,640,Damsgårdsveien,Ved inngang Bunnpris,60.381511501995426,5.3194353641521275,638,Damsgårdsallmenningen,Nede ved kai,60.386709149786796,5.299130112557805
2024-12-04 15:17:29.222000+00:00,2024-12-04 15:24:43.277000+00:00,434,75,Akvariet, Ved Akvariet og Havforskningsinstituttet,60.39987652272946,5.304686307890734,36,Torgallmenningen,Valkendorfsgaten / Torgallmenningen,60.39296632614153,5.323538420433351
2024-12-04 15:17:36.260000+00:00,2024-12-04 15:21:43.129000+00:00,246,217,Nykirkekaien,Langs C. Sundts gate,60.39705738914522,5.314548482139799,36,Torgallmenningen,Valkendorfsgaten / Torgallmenningen,60.39296632614153,5.323538420433351
2024-12-04 15:17:55.344000+00:00,2024-12-04 15:32:52.571000+00:00,897,220,Møllendalsplass,ved KMD Fakultetet,60.379894791874165,5.35207758319504,815,Gågaten,Strandgaten 60,60.395070112977045,5.31879835082907
2024-12-04 15:18:14.490000+00:00,2024-12-04 15:28:08.700000+00:00,594,217,Nykirkekaien,Langs C. Sundts gate,60.39705738914522,5.314548482139799,2338,Bontelabo,Innenfor inngang til takgarasje (Kun åpent fra 07:00 til 17:00),60.40175764348675,5.316562300638424
2024-12-04 15:20:10.209000+00:00,2024-12-04 15:51:39.081000+00:00,1888,1891,Rosenbergsgaten,I nærheten av Rosenbergsgaten 34,60.38904687509401,5.321882967938819,217,Nykirkekaien,Langs C. Sundts gate,60.39705738914522,5.314548482139799
2024-12-04 15:20:48.654000+00:00,2024-12-04 16:15:25.293000+00:00,3276,644,Solheimsgaten (ved Extra),Utenfor COOP Extra,60.37514055132067,5.338517421420761,642,Bøhmergaten,Magic Hotel,60.376252795872844,5.334276104612741
2024-12-04 15:20:51.192000+00:00,2024-12-04 15:26:36.168000+00:00,344,2313,Solheimsviken,Utenfor Beddingen,60.37708169275558,5.335575458852787,87,AdO arena,Ved Amalie Skram vgs og Store Lungegårdsvann,60.38543124330305,5.337431780062616
2024-12-04 15:21:27.340000+00:00,2024-12-04 15:41:41.266000+00:00,1213,214,Nygårdsporten,På østsiden av Nygårdsgaten,60.3839343833222,5.333450454511649,214,Nygårdsporten,På østsiden av Nygårdsgaten,60.3839343833222,5.333450454511649
2024-12-04 15:23:57.793000+00:00,2024-12-04 15:44:58.227000+00:00,1260,807,Dreggsallmenningen Nord,Vis a vis Bryggen Museum,60.398656493732524,5.3221425864564935,808,Damsgårdsveien 71,By walkway to Damsgårdsveien 69-71,60.380262713779956,5.323223146883635
2024-12-04 15:25:13.039000+00:00,2024-12-04 15:29:20.172000+00:00,247,1894,Kong Oscars gate,Ved Kong Oscars gate 36,60.393323250707,5.330654155344547,806,Dreggsallmenningen Sør,Radisson Blu Hotel,60.39770902893835,5.32200057798218
2024-12-04 15:26:31.548000+00:00,2024-12-04 15:33:50.450000+00:00,438,789,Busstasjonen 1 Nord,Ved Bergen Busstasjon sin informasjon ,60.38890977889046,5.333817119783134,1045,Damsgårdsveien 2,Ved Damsgårdsveien 34,60.37802198798124,5.329383048102329
2024-12-04 15:26:58.357000+00:00,2024-12-04 15:31:15.237000+00:00,256,814,Nykirken,i Strandgaten,60.396949224333255,5.313494727727743,150,Torget,Ved busstopp,60.39587808663882,5.325283812313046
2024-12-04 15:27:13.449000+00:00,2024-12-04 15:34:36.628000+00:00,443,807,Dreggsallmenningen Nord,Vis a vis Bryggen Museum,60.398656493732524,5.3221425864564935,221,Sandvikstorget,ved Norges Fiskerimuseum,60.408582102784685,5.322648583141813
2024-12-04 15:27:16.315000+00:00,2024-12-04 15:31:51.264000+00:00,274,817,Nedre Korskirkeallmenning,Nedre Korskirkeallmenning 8,60.394549852530844,5.327049981572372,116,Lysverket,"Gamle Lysverket, ved KODE",60.38962622255798,5.3298637396027
2024-12-04 15:27:21.490000+00:00,2024-12-04 15:35:11.782000+00:00,470,157,Florida Bybanestopp,ved Florida bybanestopp,60.382254745562825,5.3323324699108525,132,Nøstetorget,Sukkerhusbryggen,60.39228413403305,5.314705281519707
2024-12-04 15:27:35.790000+00:00,2024-12-04 15:36:11.112000+00:00,515,641,Krohnviken,Ved Solheimsviken bobåthavn,60.37810721367397,5.3310207695192275,1816,Hansaparken,I gangtunell ved butikk,60.38604412210008,5.349253890141261
2024-12-04 15:27:37.882000+00:00,2024-12-04 15:37:09.603000+00:00,571,1890,Christian Michelsens institutt,Nær Jekteviksbakken 31,60.38971028611195,5.314041873201262,807,Dreggsallmenningen Nord,Vis a vis Bryggen Museum,60.398656493732524,5.3221425864564935
2024-12-04 15:28:26.562000+00:00,2024-12-04 15:43:54.806000+00:00,928,788,Danmarksplass,Ved bybanestopp,60.376082994809856,5.339851409058042,814,Nykirken,i Strandgaten,60.396949224333255,5.313494727727743
2024-12-04 15:31:02.361000+00:00,2024-12-04 15:37:09.437000+00:00,367,645,Odontologen,Utenfor Odentologen,60.38103776618004,5.35905189499951,83,Bergen jernbanestasjon,På høyre side av hovedinngangen til Jernbanestasjonen,60.390414110522414,5.3326504538233905
2024-12-04 15:31:22.873000+00:00,2024-12-04 15:38:22.275000+00:00,419,1045,Damsgårdsveien 2,Ved Damsgårdsveien 34,60.37802198798124,5.329383048102329,819,Thormøhlens gate,Lang mur ved Fotballbanen,60.38316244112318,5.324053067317891
2024-12-04 15:31:24.350000+00:00,2024-12-04 15:34:47.597000+00:00,203,2321,Damsgårdsveien 125,I parkering garasje ,60.38422650043981,5.3114871140229525,638,Damsgårdsallmenningen,Nede ved kai,60.386709149786796,5.299130112557805
2024-12-04 15:32:31.277000+00:00,2024-12-04 15:35:48.669000+00:00,197,36,Torgallmenningen,Valkendorfsgaten / Torgallmenningen,60.39296632614153,5.323538420433351,814,Nykirken,i Strandgaten,60.396949224333255,5.313494727727743
2024-12-04 15:33:04.548000+00:00,2024-12-04 15:42:22.165000+00:00,557,131,Gulating,Gulatings plass ved Rådhuset,60.391983600413376,5.32661819461282,814,Nykirken,i Strandgaten,60.396949224333255,5.313494727727743
2024-12-04 15:33:53.810000+00:00,2024-12-04 15:37:43.517000+00:00,229,2336,Møllestranden,Ved badebrygge,60.380044402639385,5.350823586678217,1816,Hansaparken,I gangtunell ved butikk,60.38604412210008,5.349253890141261
2024-12-04 15:34:14.922000+00:00,2024-12-04 15:37:27.520000+00:00,192,815,Gågaten,Strandgaten 60,60.395070112977045,5.31879835082907,36,Torgallmenningen,Valkendorfsgaten / Torgallmenningen,60.39296632614153,5.323538420433351
2024-12-04 15:34:31.387000+00:00,2024-12-04 15:40:47.039000+00:00,375,790,Busstasjonen 3  Øst,Ved Taxiholdeplass,60.38785633733042,5.334459219764085,816,Østre Murallmenningen nedre,Ved inngang Gågaten,60.395143864343254,5.320002322335455
2024-12-04 15:34:59.459000+00:00,2024-12-04 15:41:23.367000+00:00,383,217,Nykirkekaien,Langs C. Sundts gate,60.39705738914522,5.314548482139799,803,Permanenten,Ved Inngang,60.3906427466302,5.324397430398562
2024-12-04 15:37:14.958000+00:00,2024-12-04 15:48:40.800000+00:00,685,793,Zander Kaaes gate,Zander Kaaes Hotel,60.390108717939874,5.3353874337574325,644,Solheimsgaten (ved Extra),Utenfor COOP Extra,60.37514055132067,5.338517421420761
2024-12-04 15:37:15.231000+00:00,2024-12-04 15:41:50.127000+00:00,274,2322,Høyteknologisenteret,Utenfor hovedinngang,60.38174958551062,5.331698655041777,49,Studentsenteret UiB,ved Parkveien / Olaf Ryes vei,60.38719801795013,5.322980046239536
2024-12-04 15:39:07.906000+00:00,2024-12-04 15:49:58.078000+00:00,650,789,Busstasjonen 1 Nord,Ved Bergen Busstasjon sin informasjon ,60.38890977889046,5.333817119783134,641,Krohnviken,Ved Solheimsviken bobåthavn,60.37810721367397,5.3310207695192275
2024-12-04 15:39:33.317000+00:00,2024-12-04 15:45:56.800000+00:00,383,220,Møllendalsplass,ved KMD Fakultetet,60.379894791874165,5.35207758319504,215,Nonneseterplass,ved Jernbanestasjonen og Bystasjonen,60.38967202352878,5.3336050852019525
2024-12-04 15:39:58.678000+00:00,2024-12-04 16:27:05.748000+00:00,2827,116,Lysverket,"Gamle Lysverket, ved KODE",60.38962622255798,5.3298637396027,7,Neumanns gate,Ved Konsertpaleet,60.39138580667719,5.319194867192266
2024-12-04 15:40:33.393000+00:00,2024-12-04 15:53:13.364000+00:00,759,1045,Damsgårdsveien 2,Ved Damsgårdsveien 34,60.37802198798124,5.329383048102329,132,Nøstetorget,Sukkerhusbryggen,60.39228413403305,5.314705281519707
2024-12-04 15:41:24.292000+00:00,2024-12-04 15:58:19.428000+00:00,1015,800,Magnus Lagabøtes Plass,Utenfor Det Juridiske Fakultet,60.38972226200196,5.314854189834826,819,Thormøhlens gate,Lang mur ved Fotballbanen,60.38316244112318,5.324053067317891
2024-12-04 15:41:38.711000+00:00,2024-12-04 15:53:22.230000+00:00,703,220,Møllendalsplass,ved KMD Fakultetet,60.379894791874165,5.35207758319504,640,Damsgårdsveien,Ved inngang Bunnpris,60.381511501995426,5.3194353641521275
2024-12-04 15:43:44.167000+00:00,2024-12-04 15:50:28.098000+00:00,403,817,Nedre Korskirkeallmenning,Nedre Korskirkeallmenning 8,60.394549852530844,5.327049981572372,49,Studentsenteret UiB,ved Parkveien / Olaf Ryes vei,60.38719801795013,5.322980046239536
2024-12-04 15:43:46.768000+00:00,2024-12-04 15:52:14.098000+00:00,507,2338,Bontelabo,Innenfor inngang til takgarasje (Kun åpent fra 07:00 til 17:00),60.40175764348675,5.316562300638424,7,Neumanns gate,Ved Konsertpaleet,60.39138580667719,5.319194867192266
2024-12-04 15:46:31.727000+00:00,2024-12-04 15:49:57.255000+00:00,205,816,Østre Murallmenningen nedre,Ved inngang Gågaten,60.395143864343254,5.320002322335455,131,Gulating,Gulatings plass ved Rådhuset,60.391983600413376,5.32661819461282
2024-12-04 15:46:35.797000+00:00,2024-12-04 15:49:04.252000+00:00,148,87,AdO arena,Ved Amalie Skram vgs og Store Lungegårdsvann,60.38543124330305,5.337431780062616,789,Busstasjonen 1 Nord,Ved Bergen Busstasjon sin informasjon ,60.38890977889046,5.333817119783134
2024-12-04 15:47:19.343000+00:00,2024-12-04 15:50:38.458000+00:00,199,49,Studentsenteret UiB,ved Parkveien / Olaf Ryes vei,60.38719801795013,5.322980046239536,819,Thormøhlens gate,Lang mur ved Fotballbanen,60.38316244112318,5.324053067317891
2024-12-04 15:47:26.294000+00:00,2024-12-04 16:04:39.531000+00:00,1033,1893,Haukelandshallen,Nord for inngang til hall,60.370493777025985,5.353846489647282,816,Østre Murallmenningen nedre,Ved inngang Gågaten,60.395143864343254,5.320002322335455
2024-12-04 15:48:26.106000+00:00,2024-12-04 15:51:35.263000+00:00,189,789,Busstasjonen 1 Nord,Ved Bergen Busstasjon sin informasjon ,60.38890977889046,5.333817119783134,87,AdO arena,Ved Amalie Skram vgs og Store Lungegårdsvann,60.38543124330305,5.337431780062616
2024-12-04 15:48:53.643000+00:00,2024-12-04 15:56:20.992000+00:00,447,644,Solheimsgaten (ved Extra),Utenfor COOP Extra,60.37514055132067,5.338517421420761,795,Fosswinckels gate,I gågate,60.38658166593217,5.327978744635743
2024-12-04 15:49:19.095000+00:00,2024-12-04 15:55:11.369000+00:00,352,814,Nykirken,i Strandgaten,60.396949224333255,5.313494727727743,803,Permanenten,Ved Inngang,60.3906427466302,5.324397430398562
2024-12-04 15:49:19.275000+00:00,2024-12-04 16:04:59.761000+00:00,940,217,Nykirkekaien,Langs C. Sundts gate,60.39705738914522,5.314548482139799,220,Møllendalsplass,ved KMD Fakultetet,60.379894791874165,5.35207758319504
2024-12-04 15:49:44.763000+00:00,2024-12-04 15:57:55.907000+00:00,491,808,Damsgårdsveien 71,By walkway to Damsgårdsveien 69-71,60.380262713779956,5.323223146883635,803,Permanenten,Ved Inngang,60.3906427466302,5.324397430398562
2024-12-04 15:51:46.704000+00:00,2024-12-04 15:57:11.582000+00:00,324,808,Damsgårdsveien 71,By walkway to Damsgårdsveien 69-71,60.380262713779956,5.323223146883635,69,Laksevåg v/Kirkebukten,Parkeringsplass ved Coop Extra,60.386068777690944,5.3001083072740585
2024-12-04 15:52:16.561000+00:00,2024-12-04 15:55:39.614000+00:00,203,83,Bergen jernbanestasjon,På høyre side av hovedinngangen til Jernbanestasjonen,60.390414110522414,5.3326504538233905,818,Vågsallmenningen,Ved Husfliden,60.393689548634,5.3265806966930995
2024-12-04 15:53:38.468000+00:00,2024-12-04 16:03:27.179000+00:00,588,1816,Hansaparken,I gangtunell ved butikk,60.38604412210008,5.349253890141261,2322,Høyteknologisenteret,Utenfor hovedinngang,60.38174958551062,5.331698655041777
2024-12-04 15:53:39.261000+00:00,2024-12-04 15:58:32.384000+00:00,293,639,Frydenbø Marina,Under overbygg v/nr. 135,60.384467341026586,5.310007717995973,808,Damsgårdsveien 71,By walkway to Damsgårdsveien 69-71,60.380262713779956,5.323223146883635
2024-12-04 15:53:54.357000+00:00,2024-12-04 15:59:50.391000+00:00,356,150,Torget,Ved busstopp,60.39587808663882,5.325283812313046,75,Akvariet, Ved Akvariet og Havforskningsinstituttet,60.39987652272946,5.304686307890734
2024-12-04 15:54:01.840000+00:00,2024-12-04 16:07:15.837000+00:00,793,131,Gulating,Gulatings plass ved Rådhuset,60.391983600413376,5.32661819461282,2313,Solheimsviken,Utenfor Beddingen,60.37708169275558,5.335575458852787
2024-12-04 15:54:01.981000+00:00,2024-12-04 16:05:55.270000+00:00,713,818,Vågsallmenningen,Ved Husfliden,60.393689548634,5.3265806966930995,794,St. Jakobs Plass,Langs Folkeuniversitetet,60.386681495848364,5.3309780770646
2024-12-04 15:54:25.565000+00:00,2024-12-04 16:02:04.252000+00:00,458,644,Solheimsgaten (ved Extra),Utenfor COOP Extra,60.37514055132067,5.338517421420761,2336,Møllestranden,Ved badebrygge,60.380044402639385,5.350823586678217
2024-12-04 15:54:35.627000+00:00,2024-12-04 16:07:14.567000+00:00,758,816,Østre Murallmenningen nedre,Ved inngang Gågaten,60.395143864343254,5.320002322335455,788,Danmarksplass,Ved bybanestopp,60.376082994809856,5.339851409058042
2024-12-04 15:55:02.545000+00:00,2024-12-04 15:59:19.267000+00:00,256,1816,Hansaparken,I gangtunell ved butikk,60.38604412210008,5.349253890141261,220,Møllendalsplass,ved KMD Fakultetet,60.379894791874165,5.35207758319504
2024-12-04 15:55:10.750000+00:00,2024-12-04 15:58:42.604000+00:00,211,803,Permanenten,Ved Inngang,60.3906427466302,5.324397430398562,790,Busstasjonen 3  Øst,Ved Taxiholdeplass,60.38785633733042,5.334459219764085
2024-12-04 15:55:26.353000+00:00,2024-12-04 15:58:38.177000+00:00,191,819,Thormøhlens gate,Lang mur ved Fotballbanen,60.38316244112318,5.324053067317891,808,Damsgårdsveien 71,By walkway to Damsgårdsveien 69-71,60.380262713779956,5.323223146883635
2024-12-04 15:56:19.561000+00:00,2024-12-04 16:01:33.017000+00:00,313,819,Thormøhlens gate,Lang mur ved Fotballbanen,60.38316244112318,5.324053067317891,640,Damsgårdsveien,Ved inngang Bunnpris,60.381511501995426,5.3194353641521275
2024-12-04 15:58:24.998000+00:00,2024-12-04 16:01:08.730000+00:00,163,644,Solheimsgaten (ved Extra),Utenfor COOP Extra,60.37514055132067,5.338517421420761,1045,Damsgårdsveien 2,Ved Damsgårdsveien 34,60.37802198798124,5.329383048102329
2024-12-04 15:58:38.700000+00:00,2024-12-04 16:08:55.978000+00:00,617,116,Lysverket,"Gamle Lysverket, ved KODE",60.38962622255798,5.3298637396027,24,Studentboligene,ved Grønneviken og KMD fakultetet,60.37831673774707,5.350897458652753
2024-12-04 15:59:22.973000+00:00,2024-12-04 16:08:51.527000+00:00,568,83,Bergen jernbanestasjon,På høyre side av hovedinngangen til Jernbanestasjonen,60.390414110522414,5.3326504538233905,220,Møllendalsplass,ved KMD Fakultetet,60.379894791874165,5.35207758319504
2024-12-04 16:00:43.339000+00:00,2024-12-04 16:05:59.655000+00:00,316,1891,Rosenbergsgaten,I nærheten av Rosenbergsgaten 34,60.38904687509401,5.321882967938819,219,Jonsvollkvartalet,Jonsvollsgaten,60.39267683527631,5.317308285189142
2024-12-04 16:02:02.842000+00:00,2024-12-04 16:10:41.611000+00:00,518,814,Nykirken,i Strandgaten,60.396949224333255,5.313494727727743,791,Busstasjonen 4 Sør,Mot ADO,60.387058789354164,5.335633911730724
2024-12-04 16:02:44.317000+00:00,2024-12-04 16:07:06.277000+00:00,261,790,Busstasjonen 3  Øst,Ved Taxiholdeplass,60.38785633733042,5.334459219764085,157,Florida Bybanestopp,ved Florida bybanestopp,60.382254745562825,5.3323324699108525
2024-12-04 16:02:55.315000+00:00,2024-12-04 16:10:59.416000+00:00,484,789,Busstasjonen 1 Nord,Ved Bergen Busstasjon sin informasjon ,60.38890977889046,5.333817119783134,808,Damsgårdsveien 71,By walkway to Damsgårdsveien 69-71,60.380262713779956,5.323223146883635
2024-12-04 16:05:13.862000+00:00,2024-12-04 16:10:16.230000+00:00,302,1894,Kong Oscars gate,Ved Kong Oscars gate 36,60.393323250707,5.330654155344547,814,Nykirken,i Strandgaten,60.396949224333255,5.313494727727743
2024-12-04 16:07:01.394000+00:00,2024-12-04 16:14:56.387000+00:00,474,814,Nykirken,i Strandgaten,60.396949224333255,5.313494727727743,1891,Rosenbergsgaten,I nærheten av Rosenbergsgaten 34,60.38904687509401,5.321882967938819
2024-12-04 16:07:09.952000+00:00,2024-12-04 16:18:07.749000+00:00,657,220,Møllendalsplass,ved KMD Fakultetet,60.379894791874165,5.35207758319504,819,Thormøhlens gate,Lang mur ved Fotballbanen,60.38316244112318,5.324053067317891
2024-12-04 16:07:14.406000+00:00,2024-12-04 16:14:05.683000+00:00,411,83,Bergen jernbanestasjon,På høyre side av hovedinngangen til Jernbanestasjonen,60.390414110522414,5.3326504538233905,220,Møllendalsplass,ved KMD Fakultetet,60.379894791874165,5.35207758319504
2024-12-04 16:07:29.561000+00:00,2024-12-04 16:11:26.873000+00:00,237,808,Damsgårdsveien 71,By walkway to Damsgårdsveien 69-71,60.380262713779956,5.323223146883635,157,Florida Bybanestopp,ved Florida bybanestopp,60.382254745562825,5.3323324699108525
2024-12-04 16:07:56.278000+00:00,2024-12-04 16:18:09.803000+00:00,613,83,Bergen jernbanestasjon,På høyre side av hovedinngangen til Jernbanestasjonen,60.390414110522414,5.3326504538233905,814,Nykirken,i Strandgaten,60.396949224333255,5.313494727727743
